tarikh,nama_kluster,kategori_kluster,negeri,daerah,jumlah_kes,jumlah_disaring
2021-06-21,Perindustrian Sri Plentong,Tempat Kerja,Johor,Johor Bahru,14,53
2021-06-21,Industri Jati Kiri,Tempat Kerja,Selangor,Klang dan Petaling,184,404
2021-06-21,Lebuh Kurau Tiga,Tempat Kerja,Pulau Pinang,"Seberang Perai Utara, Seberang Perai Tengah, dan Seberang Perai Selatan",12,12
2021-06-21,Industri Jalan Bebas Tiga,Tempat Kerja,Selangor,Klang dan Petaling,24,240
2021-06-21,Industri Bukit Tengah,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,24,94
2021-06-21,Taman Rantau Mas,Komuniti,Kelantan,Pasir Mas,10,21
2021-06-21,Jalan Pekeliling Industri,Tempat Kerja,Johor,Johor Bahru,26,421
2021-06-21,Industri Jalan Enggang Ampang,Tempat Kerja,Selangor,Gombak,8,54
2021-06-21,Jalan Bioteknologi Dua,Tempat Kerja,Johor,Johor Bahru,9,233
2021-06-21,Kampung Muara Tebas,Komuniti,Sarawak,Kuching,19,332
2021-06-21,Jalan Tok Jangggut,Kumpulan Berisiko Tinggi,Kelantan,"Bachok, Kota Bharu, Machang, dan Pasir Puteh",16,72
2021-06-21,Jalan Jeram Pasu,Komuniti,Kelantan,Pasir Puteh,29,39
2021-06-21,Kampung Tiong,Komuniti,Kelantan,Kota Bharu,13,24
2021-06-21,Quadruplex Lapan Enam,Komuniti,Sarawak,Miri,20,61
2021-06-21,Kevok,Komuniti,Sarawak,Telang Usan,58,280
2021-06-21,Serudung Baru,Komuniti,Sabah,Tawau,19,56
2021-06-21,Jalan Merbok Ayer Keroh,Tempat Kerja,Melaka,Melaka Tengah dan Jasin,21,117
2021-06-21,Samedra,Tempat Kerja,Sabah,Kota Kinabalu,25,82
2021-06-21,Jalan Jelai – Rompin,Tempat Kerja,Negeri Sembilan,Jempol,42,334
2021-06-21,Jalan Baru Tatau – Bintulu,Tempat Kerja,Sarawak,Tatau,22,66
2021-06-22,Jalan Kebun Baru,Tempat Kerja,Selangor,Kuala Langat,10,18
2021-06-22,Jalan Permata 22,Tempat Kerja,Selangor,Gombak,14,15
2021-06-22,Industri SS Lapan Sungai Way,Tempat Kerja,Selangor,"Petaling, Klang, Hulu Selangor, Kuala Selangor, Gombak, dan Hulu Langat",97,"1,058"
2021-06-22,Jalan Laksamana Cheng Ho,Kumpulan Berisiko Tinggi,Melaka,Melaka Tengah,26,51
2021-06-22,Kampung Pulau Tukang Dollah,Komuniti,Kelantan,Kota Bharu,41,63
2021-06-22,Tembok Ulu Teris, Pusat Tahanan,Selangor,Sepang,16,337
2021-06-22,Dah Perdana Tinggi,Pendidikan Tinggi,Kedah,Kulim,15,255
2021-06-22,Sungai Long Seripa,Komuniti,Sarawak,Sebauh,40,108
2021-06-22,Lunyim,Komuniti,Sarawak,Telang Usan,21,63
2021-06-22,Kampung Kubang Hakim,Komuniti,Kelantan,Pasir Mas,10,16
2021-06-22,Taman Pusat Kepong,Tempat Kerja,WP Kuala Lumpur,Kepong,22,142
2021-06-22,Jalan Maju Lima,Tempat Kerja,Johor,Johor Bahru dan Kota Tinggi,35,146
2021-06-22,Industri Jalan Senawang Empat,Tempat Kerja,Negeri Sembilan,"Seremban, Jempol, Kuala Pilah, dan Rembau",13,727
2021-06-22,Industri Jalan Teknologi Lima Nilai,Tempat Kerja,Negeri Sembilan,Seremban dan Port Dickson,30,"1,352"
2021-06-22,Jalan Sri Hartamas,Tempat Kerja,WP Kuala Lumpur,Kepong,21,28
2021-06-22,Jalan Tasik Selatan,Tempat Kerja,WP Kuala Lumpur,Cheras,15,83
2021-06-22,Jalan Kepong Usaha,Tempat Kerja,WP Kuala Lumpur,Kepong,29,89
2021-06-22,Tapak Bina Laluan Klang,Tempat Kerja,Selangor,Klang,24,287
2021-06-22,Jalan Persiaran Enam,Tempat Kerja,Selangor,Kuala Selangor,14,176
2021-06-22,Industri Kampung Bukit Angkat,Tempat Kerja,Selangor,Hulu Langat,28,188
2021-06-22,Kampung Bukit Tanah,Komuniti,Kelantan,Pasir Puteh,11,31
2021-06-23,Industri Jalan Usaha Dua,Tempat Kerja,Melaka,Melaka Tengah dan Alor Gajah,31,588
2021-06-23,Tingkat Perusahaan 6A,Tempat Kerja,Pulau Pinang,"Seberang Perai Tengah, Seberang Perai Utara, dan Seberang Perai Selatan",14,137
2021-06-23,Industri Jalan Macalister,Tempat Kerja,Pulau Pinang,Timur Laut dan Seberang Perai Utara,21,83
2021-06-23,Industri Perusahaan Utama,Tempat Kerja,Selangor,Hulu Langat,30,43
2021-06-23,Jalan Raja Bot,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,19,30
2021-06-23,Jalan Bandar Satu,Tempat Kerja,Selangor,Gombak,25,28
2021-06-23,Jalan Enam Selatan Dua,Tempat Kerja,Selangor,"Sepang, Kuala Langat, Petaling, Klang, Hulu Selangor, dan Hulu Langat",92,330
2021-06-23,Industri Jalan Bacang,Tempat Kerja,Selangor,Gombak,38,74
2021-06-23,Jalan Mangga Satu,Tempat Kerja,Melaka,Melaka Tengah,25,51
2021-06-23,Industri Jalan Kidamai Dua,Tempat Kerja,Selangor,Hulu Langat,18,34
2021-06-23,Jalan Kukuban,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,34,44
2021-06-23,Tapak Bina Warisan Puteri,Tempat Kerja,Selangor,Sepang,65,105
2021-06-23,Pasar Kemunting,Tempat Kerja,Pahang,Kuantan,17,118
2021-06-23,Jalan Kempas Permatang,Tempat Kerja,Johor,Johor Bahru,8,32
2021-06-23,Nanga Tada,Komuniti,Sarawak,Kanowit,107,179
2021-06-23,Jalan Perdagangan Alam Jaya,Tempat Kerja,Selangor,Kuala Selangor,19,72
2021-06-23,Jalan Sepang,Kumpulan Berisiko Tinggi,Selangor,Sepang,18,89
2021-06-23,Jerung Surau,Komuniti,Terengganu,Marang dan Hulu Terengganu,33,139
2021-06-23,Tembok Jelebu,Pusat Tahanan,Negeri Sembilan,Jelebu,44,557
2021-06-23,Lorong Tun Mamat Dua,Komuniti,Melaka,Melaka Tengah,28,37
2021-06-23,Tanjong Lelengau,Komuniti,Sarawak,Pakan,52,90
2021-06-23,Sungai Kotak,Komuniti,Sarawak,Meradong,34,101
2021-06-23,Jalan Kuala Tatau,Komuniti,Sarawak,Tatau dan Bintulu,22,29
2021-06-23,Kampung Segambut Dalam,Komuniti,WP Kuala Lumpur,Kepong,70,573
2021-06-24,Permata Satu 2,Tempat Kerja,Negeri Sembilan,Seremban,36,542
2021-06-24,Jalan Keluli Industri,Tempat Kerja,Johor,Johor Bahru,21,177
2021-06-24,Industri Murni Lapan,Tempat Kerja,Johor,Kulai dan Johor Bahru,31,214
2021-06-24,Jalan Sungai Antu,Tempat Kerja,Sarawak,Sibu dan Meradong,24,35
2021-06-24,Dah Industri Sungai Getah,Tempat Kerja,Kedah,Kuala Muda,16,63
2021-06-24,Perusahaan Pantai,Tempat Kerja,Negeri Sembilan,"Seremban, Jelebu, Kuala Pilah, dan Rembau",74,114
2021-06-24,Industri Jalan Kilang Bestari,Tempat Kerja,Selangor,Kuala Selangor,22,102
2021-06-24,Industri Jalan Udang,Tempat Kerja,Selangor,Klang,22,144
2021-06-24,Industri Mahkota Beranang,Tempat Kerja,Selangor,Hulu Langat,36,327
2021-06-24,Industri Rawang Perdana Satu,Tempat Kerja,Selangor,"Gombak, Hulu Selangor, Klang, dan Petaling",28,157
2021-06-24,Industri Jalan Seruling 57,Tempat Kerja,Selangor,Klang,101,319
2021-06-24,Dah 30 Relong,Komuniti,Kedah,Pendang,21,62
2021-06-24,Sungai Separai,Komuniti,Sarawak,Tatau,33,89
2021-06-24,Jalan Haruan Tujuh,Tempat Kerja,Negeri Sembilan,"Seremban, Port Dickson, dan Rembau",81,683
2021-06-24,Dah 3/5 Industri Sungai Petani,Tempat Kerja,Kedah,Kuala Muda,22,173
2021-06-24,Jalan Kubur,Komuniti,WP Kuala Lumpur,Lembah Pantai,53,79
2021-06-24,Taman Tun Dr Ismail,Tempat Kerja,WP Kuala Lumpur,Kepong,22,92
2021-06-24,Paris Tiga,Tempat Kerja,Sabah,Kinabatangan,29,88
2021-06-24,Sungai Linau,Tempat Kerja,Selangor,Sepang,12,228
2021-06-24,Jalan Cox,Kumpulan Berisiko Tinggi,Selangor,Klang,15,40
2021-06-24,Jalan Langat Utama Satu,Tempat Kerja,Selangor,Kuala Langat,12,12
2021-06-24,Jalan Senai Jaya Satu,Komuniti,Johor,Kulai,16,51
2021-06-24,Taman Kurnia Jaya,Komuniti,Kelantan,Kota Bharu,28,63
2021-06-24,Tapak Bina Persiaran Aspirasi,Tempat Kerja,Selangor,Sepang,16,23
2021-06-24,Taman Bukit Angkasa,Komuniti,WP Kuala Lumpur,Lembah Pantai,101,311
2021-06-24,Pantai Ria,Komuniti,WP Kuala Lumpur,Lembah Pantai,98,314
2021-06-24,Sentral Triang,Tempat Kerja,Pahang,Bera,18,137
2021-06-24,Pulai Jaya Sembilan,Tempat Kerja,Perak,Kinta,6,35
2021-06-24,Brumas Camp,Komuniti,Sabah,Kalabakan,20,75
2021-06-24,Kampung Kajang Sebidang,Komuniti,Kelantan,Tumpat,30,35
2021-06-25,Industri Kilometer 17 Rawang,Tempat Kerja,Selangor,Gombak,9,29
2021-06-25,Jalan Nirwana Dua,Tempat Kerja,Melaka,Melaka Tengah,23,88
2021-06-25,Wakaf Aik,Tempat Kerja,Kelantan,Bachok dan Kota Bharu,13,64
2021-06-25,Tapak Bina Lebuh 2,Tempat Kerja,Selangor,Sepang,28,685
2021-06-25,Tapak Bina Jalan City,Tempat Kerja,Selangor,Sepang,49,510
2021-06-25,Industri Jalan Seruling 59,Tempat Kerja,Selangor,Klang,70,178
2021-06-25,Industri SS Lapan Dua,Tempat Kerja,Selangor,Petaling,115,527
2021-06-25,Industri Jalan Norton,Tempat Kerja,Selangor,Kuala Langat,7,28
2021-06-25,Jalan Cyberia Dua,Tempat Kerja,Selangor,Sepang dan Kuala Langat,13,29
2021-06-25,Jalan Ampang Water Front Dua,Tempat Kerja,Selangor dan WP Kuala Lumpur,"Hulu Langat, Gombak, dan Kepong",39,51
2021-06-25,Jalan Laksamana Intan,Komuniti,Perak,Hilir Perak,14,64
2021-06-25,Tapak Bina Matahari 2,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,142,220
2021-06-25,Kailan Tringkap,Tempat Kerja,Pahang dan Perak,Cameron Highlands dan Kinta,17,32
2021-06-25,Tapak Bina Jalan Utara,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai dan Cheras,16,68
2021-06-25,Jalan Kampung Jawa,Tempat Kerja,Pulau Pinang,Timur Laut dan Barat Daya,14,824
2021-06-25,Jalan Raja Muda Musa,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,9,64
2021-06-25,Dah 11 Industri Sungai Petani,Tempat Kerja,Kedah,Kuala Muda,21,149
2021-06-25,Pengkalan Gelugor,Komuniti,Terengganu,Kuala Nerus dan Kuala Terengganu,31,90
2021-06-25,Kilometer 23 Puncak Borneo,Pusat Tahanan,Sarawak,Kuching,65,122
2021-06-25,Jalan Taman Ibu Kota,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,13,43
2021-06-25,Jalan Kidurong Lima,Tempat Kerja,Sarawak,Bintulu dan Sebauh,20,116
2021-06-26,Penjara Jalan Harapan 2,Pusat Tahanan,Selangor,Gombak,21,145
2021-06-26,Perindustrian Bakri Satu,Tempat Kerja,Johor,Muar,6,58
2021-06-26,Jalan Usaha Jaya,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,11,60
2021-06-26,Bandar Rantau Panjang,Tempat Kerja,Kelantan,Pasir Mas,10,55
2021-06-26,Industri Serkam 2,Tempat Kerja,Melaka,Jasin dan Melaka Tengah,40,122
2021-06-26,PLO Jalan Perak,Tempat Kerja,Johor,Johor Bahru,10,53
2021-06-26,Tembok Tawau,Pusat Tahanan,Sabah,Tawau,9,61
2021-06-26,Tapak Bina Cybersouth Utama,Tempat Kerja,Selangor,Sepang,15,81
2021-06-26,Permatang Pasir Bachok,Komuniti,Kelantan,Bachok,18,55
2021-06-26,Changkat Intan,Kumpulan Berisiko Tinggi,Perak,Hilir Perak dan Batang Padang,35,350
2021-06-26,Industri Jalan Enam Salak Tinggi,Tempat Kerja,Selangor,Sepang,11,39
2021-06-26,Industri Tanjung Suria,Tempat Kerja,Selangor,Kuala Langat dan Sepang,26,57
2021-06-26,Tapak Bina Pintasan Segambut,Tempat Kerja,WP Kuala Lumpur,Kepong,152,176
2021-06-26,Nyelutong,Komuniti,Sarawak,"Samarahan, Bentong, Sibu, Lubuk Antu, dan Sri Aman",39,154
2021-06-27,Pekeliling Tanjung 27,Tempat Kerja,Johor,Kulai,35,177
2021-06-27,Tapak Bina Jalan Belfield,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,20,102
2021-06-27,Murni Sepang,Komuniti,Selangor,Sepang,100,220
2021-06-27,Industri Rawang Bestari,Tempat Kerja,Selangor,Gombak dan Hulu Selangor,57,135
2021-06-27,Kuarters Bata Durok,Komuniti,Sabah,Keningau,12,44
2021-06-27,Kampung Gong Depu,Komuniti,Kelantan,Pasir Puteh,11,32
2021-06-27,Tembok Kota Kinabalu,Pusat Tahanan,Sabah,"Kota Kinabalu, Penampang, dan Papar",34,422
2021-06-27,Jalan Stampin,Kumpulan Berisiko Tinggi,Sarawak,Kuching,19,46
2021-06-27,Jalan 12 Kampar,Komuniti,Perak,Kampar,9,42
2021-06-27,Tapak Bina Jalan Residen Dua,Tempat Kerja,WP Kuala Lumpur,Kepong,9,544
2021-06-27,Tapak Bina Jalan Kuching,Tempat Kerja,WP Kuala Lumpur,Kepong,99,401
2021-06-27,Industri Jalan Sungai Tua,Tempat Kerja,Selangor,Hulu Selangor,122,137
2021-06-27,Tapak Bina Jade,Tempat Kerja,Selangor,Hulu Langat,42,208
2021-06-27,Industri Kampung Sungai Bakau,Tempat Kerja,Selangor,Gombak,134,190
2021-06-27,Linau Kumpang,Komuniti,Sabah,Kota Belud,29,55
2021-06-27,Kampung Melor Lama,Komuniti,Kelantan,Kota Bharu,15,47
2021-06-27,Tapak Bina Jalan Kiara Lima,Tempat Kerja,WP Kuala Lumpur,Kepong,28,147
2021-06-28,Jalan Semariang,Tempat Kerja,Sarawak,Kuching,36,176
2021-06-28,Dah Sembilan Industri Sungai Petani,Tempat Kerja,Kedah,Kuala Muda,18,95
2021-06-28,Bandar Baru Lubok Jong,Tempat Kerja,Kelantan,Pasir Mas,7,55
2021-06-28,Luteng,Komuniti,Sarawak,Telang Usan,44,69
2021-06-28,Industri Bunga Tanjung Dua,Tempat Kerja,Negeri Sembilan,Seremban,26,253
2021-06-28,Kampung Telosan,Komuniti,Kelantan,Pasir Puteh,10,19
2021-06-28,Dah Sawi,Komuniti,Kedah,Kulim,27,35
2021-06-28,Business City,Tempat Kerja,Melaka,Melaka Tengah,23,57
2021-06-28,Kubang Jela,Komuniti,Terengganu,Kuala Terengganu,19,105
2021-06-28,Industri Teknologi Cheng 22,Tempat Kerja,Melaka,Melaka Tengah dan Alor Gajah,36,624
2021-06-28,Simpang Koko,Komuniti,Sarawak,Sarikei,59,140
2021-06-28,Jalan Kebun Bakri,Tempat Kerja,Johor,Muar,9,13
2021-06-28,Tapak Bina Jalan Kasipillay,Tempat Kerja,WP Kuala Lumpur,Kepong,18,73
2021-06-28,Jalan Tanjung Puteri Satu,Tempat Kerja,Johor,Johor Bahru,6,62
2021-06-28,Tapak Bina Jalan Kiara Tujuh,Tempat Kerja,WP Kuala Lumpur,Kepong,11,202
2021-06-28,Tapak Bina Jalan Wangsa 2,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,23,201
2021-06-28,Tapak Bina Lingkaran Eco Majestic,Tempat Kerja,Selangor,Hulu Langat,24,276
2021-06-28,Industri Jalan Dolomite Dua,Tempat Kerja,Selangor,Gombak,6,28
2021-06-28,Industri Jalan Laksamana Satu,Tempat Kerja,Selangor,Klang,29,341
2021-06-28,Industri Waja 2,Tempat Kerja,Selangor,Kuala Langat dan Klang,29,249
2021-06-28,Industri Persiaran Bunga Tanjung Satu,Tempat Kerja,Negeri Sembilan,Seremban,16,317
2021-06-28,Jalan Gunung Lapan,Komuniti,Johor,Johor Bahru,9,32
2021-06-29,Industri Lorong Bunga Tanjung Satu ,Tempat Kerja ,Negeri Sembilan ,"Seremban, Kuala Pilah, Port Dickson, dan Rembau ",101 ,184 
2021-06-29,Jalan Dataran Segar ,Tempat Kerja ,Negeri Sembilan ,Port Dickson dan Seremban ,46 ,99 
2021-06-29,Jalan Jaya Temerloh ,Tempat Kerja ,Pahang ,Temerloh dan Maran ,15 ,111 
2021-06-29,Tapak Bina Jalan Choo Cheng Kay ,Tempat Kerja ,WP Kuala Lumpur ,Lembah Pantai ,12 ,48 
2021-06-29,Jalan Pee Kang Hai ,Kumpulan Berisiko  Tinggi ,Johor ,Segamat ,29 ,32 
2021-06-29,Jalan TJ 2 ,Tempat Kerja ,Negeri Sembilan ,Seremban ,49 ,225 
2021-06-29,Industri Sungai Chua Satu ,Tempat Kerja ,Selangor ,Hulu Langat ,11 ,64 
2021-06-29,Tapak Bina Sunsuria City ,Tempat Kerja ,Selangor ,Sepang ,34 ,81 
2021-06-29,Jalan PJS Lapan ,Tempat Kerja ,Selangor ,Petaling ,17 ,28 
2021-06-29,Jalan Tanggilan ,Institusi Pendidikan  Swasta Berdaftar di Bawah KPM ,WP Putrajaya dan Selangor ,Putrajaya dan Kuala Langat ,9 ,39 
2021-06-29,Industri Benus ,Tempat Kerja ,Pahang ,Bentong dan Raub ,73 ,449 
2021-06-29,Jalan Alor Setar ,Tempat Kerja ,WP Kuala Lumpur ,Cheras ,6 ,71 
2021-06-29,Tapak Bina Jalan Tun Razak ,Tempat Kerja ,WP Kuala Lumpur ,Titiwangsa ,25 ,31 
2021-06-29,Jalan Bidara ,Komuniti ,Johor ,Tangkak ,10 ,13 
2021-06-29,Kampung Jelutong ,Komuniti ,Perak ,Kampar ,13 ,42 
2021-06-29,Muhibbah Menggatal ,Komuniti ,Sabah ,"Kota Kinabalu, Penampang, dan Tuaran ",42 ,277 
2021-06-29,Industri Balakong Sembilan ,Tempat Kerja ,Selangor ,Hulu Langat ,20 ,80 
2021-06-29,Banggol Chicha Ketereh ,Komuniti ,Kelantan ,Kota Bharu ,10 ,21 
2021-06-29,Kampung Lada ,Komuniti ,Pahang ,Jerantut ,24 ,121 
2021-06-29,Jalan Putra Sembilan ,Komuniti ,WP Putrajaya ,Putrajaya ,12 ,17 
2021-06-29,Nanga Belungai ,Komuniti ,Sarawak ,Tatau ,13 ,51 
2021-06-29,Jalan Empat Bandar Baru Bangi ,Komuniti ,Selangor ,Hulu Langat ,39 ,289 
2021-06-29,Cahaya Enam ,Komuniti ,Selangor ,Sabak Bernam ,13 ,65 
2021-06-29,Kenawar 69 ,Komuniti ,Johor ,Segamat ,19 ,72 
2021-06-29,Rimba Raja ,Komuniti ,Perak ,Perak Tengah ,12 ,45 
2021-06-29,Taman Desa An Nur ,Komuniti ,Kelantan ,Kota Bharu ,11 ,30 
2021-06-29,Sungai Ling ,Komuniti ,Pahang ,Maran ,14 ,37 
2021-06-30,Po Ai,Komuniti ,Sarawak ,Sri Aman,106,330
2021-06-30,Tema Saan,Komuniti ,Sarawak ,Tebedu,42,223
2021-06-30,Limbawang,Komuniti ,Sabah ,Beaufort,30,160
2021-06-30,Parit Keroma,Komuniti ,Johor ,Muar,11,13
2021-06-30,Kampung Pangkal Jetas,Komuniti ,Kelantan ,Machang,19,163
2021-06-30,Jalan 14/44 Padang Tembak,Komuniti ,Kelantan ,Kota Bharu ,16,24
2021-06-30,Jalan Thean Teik,Tempat Kerja ,Pulau Pinang,Timur Laut,37,122
2021-06-30, Jalan Prima Impian,Tempat Kerja ,WP Kuala Lumpur ,Kepong,26,28
2021-06-30,Blimbing,Komuniti ,Sarawak ,Bau,35,90
2021-06-30,Kampung Nibong Lemal,Komuniti ,Kelantan,Pasir Mas,8,9
2021-06-30,Jalan Emas Putih,Kumpulan Berisiko Tinggi,Selangor ,Klang,8,28
2021-06-30,Industri Bidor,Tempat Kerja,Perak,Batang Padang,8,73
2021-06-30,Batu 23 Choh,Tempat Kerja ,Johor,"Kulai, Pontian, dan Batu Pahat ",6,224
2021-06-30,Meranti Indah,Pendidikan Lain,Pahang,Bera,16,42
2021-06-30,Industri Subang Utama Enam,Tempat Kerja ,Selangor ,Klang dan Petaling ,28,235
2021-06-30,Jalan PPS Satu,Tempat Kerja ,Selangor ,Klang,12,26
2021-06-30,Perindustrian Rami Satu,Tempat Kerja ,Johor,Muar,22,293
2021-06-30,Industri Jalan Masjid Batu Sembilan,Tempat Kerja ,Selangor ,Kuala Langat dan Klang,186,311
2021-06-30,Industri Jalan Ikan Duyung,Tempat Kerja ,Selangor ,Klang,37,102
2021-06-30,Pasar TTDI,Tempat Kerja ,WP Kuala Lumpur ,Kepong dan Cheras,11,49
2021-06-30,Jalan Penaga Industri,Tempat Kerja ,Johor ,Johor Bahru dan Kota Tinggi,35,108
2021-06-30,Perindustrian Murni Empat,Tempat Kerja ,Johor,Kulai,36,314
2021-06-30,Perindustrian 33,Tempat Kerja ,WP Kuala Lumpur ,Kepong,13,69
2021-07-01,Kampung Tengah Tanah Merah,Komuniti,Kelantan,Tanah Merah,8,19
2021-07-01,Lorong Perusahaan Maju Lapan,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,9,97
2021-07-01,Jalan Residensi,Kumpulan Berisiko Tinggi,Pulau Pinang,Timur Laut,29,127
2021-07-01,Dah Tanjung Setol,Komuniti,Kedah,Pendang,31,61
2021-07-01,Seri Semarak,Komuniti,WP Kuala Lumpur,Titiwangsa,72,705
2021-07-01,Taman SP Mahang,Komuniti,Kelantan,Kota Bharu,8,14
2021-07-01,Kampung Hutan Banggol,Komuniti,Kelantan,Kota Bharu dan Bachok,15,24
2021-07-01,Kampung Bagus,Komuniti,Kelantan,Pasir Mas,8,14
2021-07-01,Kampung Redang Gunong,Komuniti,Kelantan,Bachok dan Kota Bharu,9,18
2021-07-01,Jalan Industri Enam Jelapang,Tempat Kerja,Perak,Kinta,8,163
2021-07-01,Industri MIEL Bayan Lepas,Tempat Kerja,Pulau Pinang,Barat Daya dan Timur Laut,15,78
2021-07-01,Jalan Sin Chew Kee,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,9,18
2021-07-01,Nahaba 2,Komuniti,Sabah,Kota Belud,27,136
2021-07-01,Dah Batik Industri Sungai Petani,Tempat Kerja,Kedah,Kuala Muda,35,103
2021-07-01,Dah Mawar Biru,Tempat Kerja,Kedah,Bandar Baharu,12,33
2021-07-01,Dah Lima Industri Sungai Petani,Tempat Kerja,Kedah,Kuala Muda,34,182
2021-07-01,Jalan Lagenda,Komuniti,Johor,Tangkak,18,38
2021-07-01,Jalan Perusahaan Maju Sembilan,Tempat Kerja,Pulau Pinang dan Perak,Seberang Perai Tengah dan Kerian,13,498
2021-07-01,Industri Balakong Empat,Tempat Kerja,Selangor,Hulu Langat,23,71
2021-07-01,Industri Perusahaan Selesa Jaya,Tempat Kerja,Selangor,Hulu Langat,13,67
2021-07-01,Kampung Telok Kemang,Tempat Kerja,Johor,Muar,31,43
2021-07-02,Sungai Gamong,Komuniti,Sarawak,Meradong,13,39
2021-07-02,Damai 16,Tempat Kerja,Johor,Johor Bahru,13,74
2021-07-02,Jalan By Pass Batu Anam,Tempat Kerja,Johor,Segamat,26,128
2021-07-02,Keluli Industri Tiga,Tempat Kerja,Johor,Johor Bahru,9,32
2021-07-02,Jalan Besar Teras Jernang,Tempat Kerja,Selangor,Sepang dan Hulu Langat,42,116
2021-07-02,Tapak Bina Persiaran Institusi,Tempat Kerja,Selangor,Sepang,39,284
2021-07-02,Kilometer 85 Mukah,Tempat Kerja,Sarawak,Mukah,92,348
2021-07-02,Jalan Masjid India,Tempat Kerja,WP Kuala Lumpur,"Lembah Pantai, Cheras, Kepong, dan Titiwangsa",13,49
2021-07-02,Kampung Sungai Hilir Perupok,Komuniti,Kelantan,Bachok dan Pasir Puteh,9,12
2021-07-02,Kampung Pahi Kuala Krai,Komuniti,Kelantan,Kuala Krai,21,98
2021-07-02,Kompleks Fasa Dua,Komuniti,Johor,Muar,19,40
2021-07-02,Tanjung Pitas,Komuniti,Sabah,Pitas,43,86
2021-07-02,Persiaran MARDI,Kumpulan Berisiko Tinggi,Selangor,"Sepang, Hulu Langat, Hulu Selangor, Klang, Kuala Selangor, Petaling, dan Gombak",52,340
2021-07-02,Jalan Orkid,Kumpulan Berisiko Tinggi,Selangor,Hulu Selangor,15,52
2021-07-02,Perdagangan Harmoni Satu,Tempat Kerja,Selangor,Sepang,19,69
2021-07-02,Persiaran Soga,Kumpulan Berisiko Tinggi,Johor,Batu Pahat dan Kluang,19,205
2021-07-02,Tingkat Perusahaan 4A,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,9,94
2021-07-03,Zone B Selatan,Tempat Kerja,Selangor,"Sepang, Petaling, Hulu Langat, dan Klang",14,67
2021-07-03,Industri Jalan Sultan,Tempat Kerja,Selangor,Klang,13,121
2021-07-03,Kampung Jaya Setia Badang,Komuniti,Kelantan,Kota Bharu,13,19
2021-07-03,Dah Mata Ayer,Komuniti,Kedah,Langkawi,25,104
2021-07-03,Lorong Perusahaan Empat,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,9,31
2021-07-03,Jalan Nagasari Satu,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,6,40
2021-07-03,Pagar Tebedu,Pusat Tahanan,Sarawak,Tebedu dan Serian,29,29
2021-07-03,Nusa Perintis Enam,Tempat Kerja,Johor,"Johor Bahru, Kota Tinggi, dan Pontian",11,35
2021-07-03,Industri Jalan Murni 12,Tempat Kerja,Johor,Kulai,14,111
2021-07-03,Perindustrian Bakri Tiga,Tempat Kerja,Johor,Muar,12,86
2021-07-03,Jalan Harmonium Tebrau,Tempat Kerja,Johor,Johor Bahru,19,345
2021-07-03,Lingkaran Syed Putra,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,16,126
2021-07-03,Industri Seri Kembangan,Tempat Kerja,Selangor,Petaling,144,678
2021-07-03,Jalan Haji Taha,Tempat Kerja,Sarawak,"Kuching, Asajaya, Bau, Samarahan, dan Serian",121,294
2021-07-03,Jalan Songsang,Tempat Kerja,Pahang,Temerloh,15,114
2021-07-03,Industri Taming Jaya,Tempat Kerja,Selangor,Hulu Langat dan Petaling,52,94
2021-07-03,Jalan Sri Raya,Tempat Kerja,Melaka,Melaka Tengah,51,79
2021-07-03,Industri Jalan Tech Valley Satu,Tempat Kerja,Negeri Sembilan,Seremban,40,71
2021-07-03,Industri Sungai Sembrong,Tempat Kerja,Johor,Kluang,68,830
2021-07-04,Gong Pasir,Komuniti,Terengganu,Dungun,29,110
2021-07-04,Lorong Empat Sekinchan,Komuniti,Selangor,"Sabak Bernam, Gombak, dan Hulu Selangor",41,53
2021-07-04,Kampung Jeram Perdah,Komuniti,Kelantan,Pasir Mas,8,17
2021-07-04,Sungai Entajum,Komuniti,Sarawak,Tatau,41,112
2021-07-04,Sungai Pelepak,Komuniti,Sarawak,Meradong,26,163
2021-07-04,35 Bintulu,Tempat Kerja,Sarawak,Bintulu,21,83
2021-07-04,Lorong Sungai Tiram,Tempat Kerja,Pulau Pinang,"Barat Daya, Timur Laut, dan Seberang Perai Utara",25,457
2021-07-04,Industri Parit Hulu,Tempat Kerja,Johor,Muar,40,100
2021-07-04,Bahtera Barat,Tempat Kerja,Sabah,Kota Kinabalu,18,301
