tarikh,nama_kluster,kategori_kluster,negeri,daerah,jumlah_kes,jumlah_disaring
2021-05-24,Taman Teratai,Komuniti,Pahang,Lipis,35,310
2021-05-24,Landai Permai,Keagamaan,WP Kuala Lumpur,Cheras,23,47
2021-05-24,Taman Setia Jaya,Keagamaan,Negeri Sembilan,Seremban dan Kuala Pilah,47,66
2021-05-25,Perusahaan Maju Enam,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,9,100
2021-05-25,Dah Charok Bemban,Tempat Kerja,Kedah,Baling dan Sik,34,210
2021-05-25,Tapak Bina Persiaran Setia Dagang,Tempat Kerja,Selangor,Petaling,7,198
2021-05-25,Jalan Enam Selatan 1A,Tempat Kerja,Selangor,"Sepang, Petaling dan Kuala Langat",18,65
2021-05-25,Jalan Cemerlang Elektrik,Tempat Kerja,Johor,Johor Bahru,18,51
2021-05-25,Tasek Raja,Tempat Kerja,Kelantan,"Pasir Mas, Kota Bharu dan Tanah Merah",34,592
2021-05-25,Jalan Segambut Lentang,Tempat Kerja,WP Kuala Lumpur,Kepong dan Titiwangsa,24,163
2021-05-25,Kalabakan Selatan,Tempat Kerja,Sabah,Kalabakan,22,77
2021-05-25,Jalan Tahir Manan,Komuniti,Selangor,Kuala Selangor,24,28
2021-05-25,Jalan Dato Permaisuri,Komuniti,Sarawak,Miri,31,176
2021-05-25,Jalan Selendang,Komuniti,Johor,Kulai,12,68
2021-05-25,Jalan Sekuntum,Komuniti,Johor,Johor Bahru,17,51
2021-05-25,Desa Pinggiran Putra,Keagamaan,Selangor,Sepang,18,59
2021-05-25,Industri Kledang Satu,Tempat Kerja,Perak,Kinta,21,81
2021-05-25,Sungai Isap Perdana,Tempat Kerja,Pahang dan Selangor,Kuantan dan Hulu Langat,60,556
2021-05-26,Jalan Bersatu,Tempat Kerja,Selangor,Klang,11,15
2021-05-26,Meranti Jaya 2,Tempat Kerja,Selangor,Sepang dan Petaling,23,52
2021-05-26,Jalan Bukit Satu,Tempat Kerja,Johor,Johor Bahru,7,53
2021-05-26,Jalan Cassia       Selatan Lima,Tempat Kerja,Pulau Pinang,Seberang Perai Selatan dan Timur Laut,39,236
2021-05-26,Jalan Temenggung Dua,Tempat Kerja,Johor,Johor Bahru,27,167
2021-05-26,Jalan Tengar Industri,Tempat Kerja,Johor,Johor Bahru,8,117
2021-05-26,Industri Zon Dagang Satu,Tempat Kerja,Pulau Pinang,"Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan,        Barat Daya, dan Timur Laut",79,"3,350"
2021-05-26,Kampung Tun       Abdul Razak,Tempat Kerja,Selangor,Hulu Selangor,9,155
2021-05-26,Jalan Satu Ayer Hitam,Tempat Kerja,Johor,Batu Pahat dan Kluang,13,153
2021-05-26,Perusahaan Maju Sepuluh,Tempat Kerja,Pulau Pinang,"Seberang Perai Utara, Seberang Perai Tengah, dan Seberang Perai Selatan",25,46
2021-05-26,Jalan Sukma,Tempat Kerja,Sarawak,Kuching dan Samarahan,10,78
2021-05-26,Jalan IKA,Tempat Kerja,Perak,"Larut, Matang dan Selama dan  Kuala Kangsar",37,90
2021-05-26,Kampung Semerah Padi,Komuniti,Sarawak,Kuching dan Asajaya,21,103
2021-05-26,Bandar Lama Machang,Komuniti,Kelantan,Machang,8,42
2021-05-26,Kampung Kenjong,Komuniti,Kelantan,Pasir Mas,13,33
2021-05-26,Sungai Pukul,Komuniti,Sabah,Tawau,18,73
2021-05-26,Chat Lipis,Keagamaan,Pahang,Lipis,21,170
2021-05-26,Kauran Durok,Komuniti,Sabah,Keningau,12,31
2021-05-26,Jalan Harmoni Utama,Keagamaan,Johor,Johor Bahru,19,86
2021-05-26,Industri Kampung Tersang,Tempat Kerja,Pahang,Raub,15,124
2021-05-26,Delima Raya,Komuniti,Pahang,Bentong,36,49
2021-05-26,Lestari Mewah,Keagamaan,Selangor,Sepang dan Hulu Langat,11,49
2021-05-27,Beg Berkunci,Tempat Kerja,Selangor,Hulu Selangor,12,55
2021-05-27,Jalan Pinang 39,Komuniti,Johor,Johor Bahru,16,95
2021-05-27,Jalan Wawasan Tanjung,Komuniti,Johor,Kota Tinggi dan Johor Bahru,16,98
2021-05-27,Serom Lima,Komuniti,Johor,Tangkak,19,71
2021-05-27,Jalan Rusa Waha,Komuniti,Johor,Kota Tinggi dan Johor Bahru,23,195
2021-05-27,Sri Sentosa,Komuniti,Kelantan,Bachok,24,94
2021-05-27,Telok Kemunting,Komuniti,Kelantan,Bachok,19,35
2021-05-27,Kampung Banggol Petaling,Komuniti,Kelantan,Pasir Mas,21,44
2021-05-27,Desa Ranggu,Komuniti,Sabah,Tawau,18,63
2021-05-27,Persiaran Kuala 2,Tempat Kerja,Selangor,"Petaling, Klang, Gombak, dan Kuala Langat",32,"2,804"
2021-05-27,Selumit,Tempat Kerja,Sarawak,Sibu dan Tanjung Manis,19,91
2021-05-27,Jalan Tahana Industri,Tempat Kerja,Johor,Johor Bahru,6,123
2021-05-27,Taman Shamelin,Tempat Kerja,WP Kuala Lumpur,Cheras,31,61
2021-05-27,Batu Sepuluh Jalan Gambang,Tempat Kerja,Pahang,Kuantan,7,140
2021-05-27,Tebuk Binjai,Keagamaan,Selangor,Sabak Bernam,14,71
2021-05-27,Jalan Syawal,Keagamaan,Pahang,Jerantut,10,20
2021-05-27,Jalan Cenderawasih,Keagamaan,Perak,Kinta dan   Kuala Kangsar,80,230
2021-05-27,DTI Tanah Merah,Pusat Tahanan,Kelantan,Tanah Merah,105,372
2021-05-27,Jalan Kolej Yayasan,Institusi Pendidikan Swasta Berdaftar di bawah KPM,Melaka,Alor Gajah,16,56
2021-05-27,Sri Mahang,Tempat Kerja,Kelantan,Kota Bharu dan Pasir Puteh,24,77
2021-05-28,Kampung Teliar,Komuniti,Kelantan,Pasir Mas,12,16
2021-05-28,Kampung Chekok,Komuniti,Kelantan,Machang,11,28
2021-05-28,Persiaran Sepang Sebelas,Komuniti,Selangor,Sepang,39,97
2021-05-28,Perusahaan Valdor,Tempat Kerja,Pulau Pinang,Seberang Perai Selatan,71,157
2021-05-28,Perusahaan Satu    Batu Caves,Tempat Kerja,Selangor,Gombak,10,72
2021-05-28,Tapak Bina        Wangsa Perdana,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,27,320
2021-05-28,Kemumin,Tempat Kerja,Kelantan,Kota Bharu dan Bachok,29,81
2021-05-28,Dah Emas Suria,Komuniti,Kedah,Kuala Muda dan Langkawi,37,60
2021-05-28,Jalan Hospital Tampoi,Tempat Kerja,Johor,Johor Bahru,81,213
2021-05-28,Jalan Satu Olak,Tempat Kerja,Selangor,Kuala Langat dan Petaling,14,97
2021-05-28,Jalan Padi,Komuniti,Negeri Sembilan,Jelebu dan Tampin,30,260
2021-05-28,Dah Pinang,Pendidikan Lain,Kedah,Kota Setar,31,77
2021-05-28,Kampung Chubadak,Keagamaan,WP Kuala Lumpur,Kepong,23,62
2021-05-28,Tawar Empat,Kumpulan Berisiko Tinggi,Johor,Kota Tinggi,12,65
2021-05-28,Bukit Ilmu,Pendidikan Tinggi,Kelantan,Bachok dan Machang,17,49
2021-05-28,DTI Bukit Jalil 2,Pusat Tahanan,WP Kuala Lumpur,Cheras,41,49
2021-05-28,Sri Gombak Lapan,Pendidikan Lain,Selangor,Gombak dan Petaling,22,43
2021-05-28,Seksyen Dua,Keagamaan,WP Kuala Lumpur,Titiwangsa,11,98
2021-05-28,Jalan Seroja Kepis,Keagamaan,Negeri Sembilan,Jempol dan Kuala Pilah,59,226
2021-05-28,Jalan Kampung Bukit,Keagamaan,Pulau Pinang,Barat Daya,15,117
2021-05-28,Tanjung Kepah,Komuniti,Perak,Manjung,27,85
2021-05-29,Trolak Utara,Keagamaan,Perak,Batang Padang dan Kinta,10,53
2021-05-29,Persiaran Tiga Selayang,Tempat Kerja,Selangor,Gombak dan Hulu Selangor,8,63
2021-05-29,Bukit Permai Utama Tiga,Tempat Kerja,Selangor,Hulu Langat dan Sepang,21,34
2021-05-29,Industri Jalan Berlian,Tempat Kerja,Johor,Pontian dan Kulai,15,58
2021-05-29,Taman Desa Harmoni,Keagamaan,Johor,Kluang,14,20
2021-05-29,Jalan Klinik Pasir Puteh,Tempat Kerja,Kelantan,Pasir Puteh dan Bachok,15,97
2021-05-29,Industri Batu 16 Bemban,Tempat Kerja,Melaka,Jasin,34,126
2021-05-29,Jalan Bagan Ajam,Keagamaan,Pulau Pinang,Seberang Perai Utara,11,39
2021-05-29,Jalan Istimewa Satu,Tempat Kerja,Johor,Johor Bahru,15,175
2021-05-29,Jalan Teknokrat Lima,Tempat Kerja,Selangor,Sepang,9,246
2021-05-29,Industri Jalan Lapan,Tempat Kerja,Kelantan,"Kota Bharu, Bachok, Tumpat, Machang, dan Pasir Mas",46,138
2021-05-29,Patuma,Keagamaan,Sabah,Kota Kinabalu,11,133
2021-05-29,Dah Kedawang,Komuniti,Kedah,Langkawi,34,170
2021-05-29,Sungai Sian,Komuniti,Sarawak,Maradong,22,57
2021-05-29,Jalan Damai Tangkak,Komuniti,Johor,Tangkak,20,29
2021-05-29,Jalan Ng Song Teik,Institusi Pendidikan Swasta Berdaftar di bawah KPM,Perak,Kinta,13,35
2021-05-29,Simpang Sungai,Komuniti,WP Labuan,Labuan,7,27
2021-05-29,Site BC Sekinchan,Komuniti,Selangor,Sabak Bernam,45,240
2021-05-29,Kampung Baru Bentong,Komuniti,Pahang,Bentong,27,54
2021-05-29,Kampung Matang,Komuniti,Terengganu,Hulu Terengganu,52,245
2021-05-29,Taman Asean Dua,Keagamaan,Melaka,Melaka Tengah,24,88
2021-05-29,Paya Terbakar,Komuniti,Pulau Pinang,Seberang Perai Utara,22,70
2021-05-29,Rengas Jaya,Keagamaan,Perak,Kuala Kangsar dan Perak Tengah,29,50
2021-05-30,Jalan Veterinari,Komuniti,Pulau Pinang,Timur Laut,35,172
2021-05-30,Kampung Tanjong Chenok,Komuniti,Kelantan,Pasir Mas,13,28
2021-05-30,Jalan Kasuarina,Tempat Kerja,Selangor,Klang dan Gombak,51,150
2021-05-30,Balakong Batu Dua Belas,Tempat Kerja,Selangor,Hulu Langat,29,110
2021-05-30,Perindustrian Batu Caves,Tempat Kerja,WP Kuala Lumpur,Kepong,50,97
2021-05-30,Taman Industri Pelabuhan,Tempat Kerja,Perak,Manjung,13,109
2021-05-30,Lorong Jelawat Dua,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,10,"1,001"
2021-05-30,Industri Dioh,Tempat Kerja,Negeri Sembilan,Kuala Pilah,131,468
2021-05-30,Jalan Laksamana Tiga,Keagamaan,Johor,Johor Bahru,15,49
2021-05-30,Gerigat,Komuniti,Sarawak,Kabong dan Betong,20,358
2021-05-30,Sungai Parik,Komuniti,Sarawak,Sri Aman dan Lubok Antu,24,130
2021-05-30,Sungai Ular,Komuniti,Terengganu,Hulu Terengganu,20,85
2021-05-30,Kampung Pagi,Keagamaan,Pahang,Jerantut,10,76
2021-05-30,Kolej Bunga Raya, Pendidikan Tinggi,WP Kuala Lumpur,Lembah Pantai,10,67
2021-05-30,Desa Melawati,Kumpulan Berisiko Tinggi,WP Kuala Lumpur,Titiwangsa,16,31
2021-05-30,Jalan Sri Putri 11,Komuniti,Johor,Kulai,11,63
2021-05-30,Taman Wahyu,Komuniti,Kelantan,Pasir Mas,9,22
2021-05-31,Tok Jawa,Komuniti,Kelantan,Bachok,10,42
2021-05-31,Jalan Jambusan -Sunchar,Komuniti,Sarawak,Bau dan Kuching,18,243
2021-05-31,Dah Bagan,Komuniti,Kedah,Padang Terap dan Pendang,41,175
2021-05-31,Kampung Sungai Kerang,Komuniti,Perak,Manjung dan Perak Tengah,21,142
2021-05-31,Milenium,Komuniti,Sabah,Tawau,34,101
2021-05-31,Dah Batu Dua,Pendidikan Tinggi,Kedah,Kota Setar,19,42
2021-05-31,Jalan Alam Jaya,Tempat Kerja,Selangor,Hulu Langat,35,37
2021-05-31,Industri Jalan Karak,Tempat Kerja,Pahang,Bentong,37,560
2021-05-31,Persiaran Titiwangsa,Kumpulan Berisiko Tinggi,WP Kuala Lumpur,Titiwangsa dan Kepong,13,67
2021-05-31,Kampung Gelong Badak,Komuniti,Kelantan,Bachok dan Kota Bharu,18,32
2021-05-31,Kampung Laneh,Komuniti,Perak,Kuala Kangsar dan Kinta,23,70
2021-05-31,Jalan Pantai Permai,Komuniti,WP Kuala Lumpur,Lembah Pantai,22,508
2021-05-31,Jalan Sudirman,Tempat Kerja,Pahang,Temerloh,18,61
2021-05-31,Langgar Hilir,Komuniti,Terengganu,Hulu Terengganu dan Marang,32,233
2021-05-31,Industri Bukit Minyak Tujuh,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah dan Seberang Perai Selatan,15,376
2021-05-31,Lintang Bayan Lepas Enam,Tempat Kerja,Pulau Pinang,"Barat Daya, Timur Laut, dan Seberang Perai Tengah",25,107
2021-05-31,Tapak Bina Klebang,Tempat Kerja,Melaka,Melaka Tengah,124,371
2021-05-31,Jalan Sierra Perdana Empat,Tempat Kerja,Johor,Johor Bahru,7,42
2021-05-31,Dah PKNK 3/8,Tempat Kerja,Kedah,Kuala Muda,48,280
2021-05-31,Jalan Mahsuri Kluang,Tempat Kerja,Johor,Kluang,52,"1,019"
2021-05-31,Jalan Coastal Bintulu-Miri,Tempat Kerja,Sarawak,Bintulu,49,"1,574"
2021-05-31,Jalan Perusahaan Dua Lima,Tempat Kerja,Selangor,"Hulu Langat, Gombak, dan Petaling",29,34
2021-05-31,Perindustrian Trisegi,Tempat Kerja,WP Kuala Lumpur,Lembah Pantai,19,52
2021-05-31,Muara Tabuan,Tempat Kerja,Sarawak,"Kuching, Samarahan, Serian, dan Asajaya",152,500
2021-05-31,Industri Indera Mahkota 14,Tempat Kerja,Pahang,Kuantan,28,123
2021-06-01,Indah Paka,Komuniti,Terengganu,"Dungun, Kemaman, dan Marang",55,296
2021-06-01,Belah Dua,Komuniti,Pulau Pinang,Seberang Perai Tengah,16,23
2021-06-01,Kampung Paloh Chicha Tinggi,Komuniti,Kelantan,Pasir Mas dan Pasir Puteh,16,27
2021-06-01,Lubok Kuin,Komuniti,Kelantan,Bachok,17,57
2021-06-01,Teluk Muroh,Komuniti,Perak,Manjung,19,72
2021-06-01,Persiaran Raja Chulan,Kumpulan Berisiko Tinggi,WP Kuala Lumpur,Lembah Pantai,18,60
2021-06-01,Parit Babok,Keagamaan,Johor,Tangkak,37,54
2021-06-01,Jalan Greentown Dua,Tempat Kerja,Perak,Kinta,17,35
2021-06-01,Taman Kerian Tambahan,Keagamaan,Perak,Kerian,49,160
2021-06-01,Kampung Menjual,Pendidikan Lain,Kelantan,Tumpat dan Kota Bharu,30,57
2021-06-01,Linggiu,Komuniti,Johor,Kota Tinggi,21,99
2021-06-01,Parit Haji Wahab,Keagamaan,Perak,Kerian,20,105
2021-06-01,Kampung Bukit Bidang,Komuniti,Kelantan,Pasir Puteh,23,39
2021-06-01,Lebuh Kampung Jawa,Tempat Kerja,Pulau Pinang,"Barat Daya, Timur Laut, Seberang Perai Utara, dan Seberang Perai Selatan",18,"1,236"
2021-06-01,Persiaran Bestari,Tempat Kerja,Selangor,Petaling,25,69
2021-06-01,Jalan Taman Sri Selising,Institusi Pendidikan Berdaftar KPM,Kelantan,Machang dan Pasir Puteh,6,70
2021-06-01,Tengah Hulu Gedong,Komuniti,Sarawak,Simunjan,21,154
2021-06-01,Batu Empat Kampung Jawa,Tempat Kerja,Selangor,Klang,25,300
2021-06-01,Jalan Setia Perdana,Tempat Kerja,Selangor,Klang,37,49
2021-06-01,Panchor,Tempat Kerja,Kelantan,Kota Bharu,22,92
2021-06-01,Jalan Haji Lampam,Tempat Kerja,Sarawak,Miri,22,121
2021-06-01,Jalan Dataran Larkin Tiga,Tempat Kerja,Johor,Johor Bahru,6,31
2021-06-01,Jalan Suka Ria,Tempat Kerja,Johor,Johor Bahru dan Kluang,10,83
2021-06-01,Jalan Semarak,Tempat Kerja,WP Kuala Lumpur,Titiwangsa,18,80
2021-06-01,Hala Kampung Jawa Dua,Tempat Kerja,Pulau Pinang,"Barat Daya, Seberang Perai Selatan, Seberang Perai Tengah, dan Timur Laut",21,410
2021-06-01,Jalan Enggang,Tempat Kerja,Selangor,Kuala Langat,28,190
2021-06-01,Jalan NIP Dua,Tempat Kerja,Johor,Johor Bahru,20,23
2021-06-02,Kampung Alai,Komuniti,Perak,Hulu Perak,18,42
2021-06-02,Taman Fasa 2A,Komuniti,Perak dan WP Kuala Lumpur,Manjung dan cheras,33,118
2021-06-02,Dah Kampung Lancuk,Komuniti,Kedah,"Kota Setar, Kuala Muda, dan Sik",57,167
2021-06-02,Jalan Beringin,Pendidikan Tinggi,Selangor,Hulu Selangor dan Petaling,13,686
2021-06-02,Kelisa Emas,Komuniti,Pulau Pinang,Seberang Perai Tengah dan Barat Daya,20,43
2021-06-02,DTI Kemayan,Pusat Tahanan,Pahang,Bera,40,156
2021-06-02,Jalan Mutiara Galla,Keagamaan,Negeri Sembilan,Seremban,33,45
2021-06-02,Nanga Meruan,Komuniti,Sarawak,"Selangau, Sibu, dan Kanowit",34,115
2021-06-02,Jalan Waja Lima Belas,Tempat Kerja,Selangor,Kuala Langat dan Petaling,23,277
2021-06-02,Jalan Yaacob Latif 2,Pendidikan Tinggi,WP Kuala Lumpur,Cheras,10,39
2021-06-02,Sungai Penyarai,Komuniti,Sarawak,Tatau,27,109
2021-06-02,Jalan Tambun,Tempat Kerja,Perak,Kinta dan Hulu Perak,20,75
2021-06-02,Jalan Balam,Tempat Kerja,WP Kuala Lumpur,Kepong dan Titiwangsa,11,42
2021-06-02,Industri Bukit Panchor,Tempat Kerja,Pulau Pinang,"Seberang Perai Utama, Seberang Perai Tengah, Seberang Perai Selatan, dan Timur Laut",94,545
2021-06-02,Jalan Jee Cattleya,Tempat Kerja,Sarawak,Miri,23,145
2021-06-02,Jalan Pinang Riam,Tempat Kerja,Sarawak,Miri,15,129
2021-06-02,Jalan SILC Satu,Tempat Kerja,Johor,Johor Bahru dan Pontian,15,110
2021-06-02,Jalan Parit Raja Tengah,Komuniti,Johor,Muar,27,42
2021-06-02,Jalan Bioteknologi Satu,Tempat Kerja,Johor,Johor Bahru,24,62
2021-06-02,Pantai Kemayang,Tempat Kerja,Kelantan,Bachok,22,186
2021-06-02,Industri Jemapoh,Tempat Kerja,Negeri Sembilan,Kuala Pilah dan Jempol,50,285
2021-06-02,Teknologi Enam,Tempat Kerja,Johor,Tangkak,15,85
2021-06-03,Jalan Manan 2,Tempat Kerja,Selangor,Petaling dan Kuala Selangor,53,75
2021-06-03,Jalan 4A Padang Tembak,Tempat Kerja,Kelantan,Kota Bharu,13,33
2021-06-03,Batu Hitam,Komuniti,Pahang,Kuantan,39,80
2021-06-03,Jalan Brooke,Tempat Kerja,Sarawak,Miri,16,116
2021-06-03,Jalan Flora Utama,Tempat Kerja,Johor,Batu Pahat,43,265
2021-06-03,Jalan Murni Lapan,Tempat Kerja,Johor,Kulai dan Johor Bahru,23,272
2021-06-03,Jalan Angkasa Mas Satu,Tempat Kerja,Johor,Johor Bharu,21,68
2021-06-03,Jalan Paya,Tempat Kerja,Johor,Muar,17,149
2021-06-03,Kampung Aur,Tempat Kerja,Kelantan,Bachok,20,60
2021-06-03,Jalan Sri Aman,Tempat Kerja,Kelantan,Pasir Puteh dan Kota Bharu,15,19
2021-06-03,Taman Sentosa,Tempat Kerja,Selangor,Hulu Langat,28,53
2021-06-03,Industri Perai Empat,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,22,114
2021-06-03,Jalan Coastal Sembulan,Tempat Kerja,Sabah,Kota Kinabalu dan Papar,7,33
2021-06-03,Jalan Tembaga Kuning,Tempat Kerja,Perak,"Larut, Matang, dan Selama",74,228
2021-06-03,Industri Gebeng,Tempat Kerja,Pahang,Kuantan,25,70
2021-06-03,Putra Empat,Tempat Kerja,WP Putrajaya,Putrajaya,7,9
2021-06-03,Sungai Selangan,Komuniti,Sarawak,Sarikei,101,286
2021-06-03,Jalan Cendana,Komuniti,Johor,Kulai,5,43
2021-06-03,Kampung Mat Daling,Komuniti,Pahang,Jerantut,10,47
2021-06-03,Jalan Damai Budi,Pendidikan Lain,WP Kuala Lumpur,Cheras,6,32
2021-06-03,Tapak Bina Jalan Wawasan,Tempat Kerja,Selangor,Sepang,19,36
2021-06-03,Tapak Bina Bandar Sunsuria,Tempat Kerja,Selangor,Sepang,39,166
2021-06-03,Tapak Bina Persiaran Bukit Raja,Tempat Kerja,Selangor,Klang,97,291
2021-06-03,Jalan Pasar Bukit Mertajam,Tempat Kerja,Pulau Pinang,Seberang Perai Tengah,10,113
2021-06-04,Gunung Senyum,Komuniti,Pahang,Temerloh,14,79
2021-06-04,Jengka Dua Puluh,Komuniti,Pahang,Maran dan Jerantut,19,65
2021-06-04,Tapak Bina  Desa Bakti,Tempat Kerja,WP Kuala Lumpur,Kepong dan Lembah Pantai,28,48
2021-06-04,Taman Seremban Jaya,Keagamaan,Negeri Sembilan,Seremban,48,78
2021-06-04,Alor Serdang,Komuniti,Terengganu,"Setiu, Besut, dan Dunggun",58,244
2021-06-04,Persiaran Mercu,Pendidikan Tinggi,Selangor,Hulu Langat,48,407
2021-06-04,Putra Enam Belas,Institusi Pendidikan Swasta Berdaftar di bawah KPM,WP Putrajaya dan Selangor,"Putrajaya, Petaling dan Sepang",8,105
2021-06-04,Dah Fajar,Komuniti,Kedah,Padang Terap,24,79
2021-06-04,Industri Persiaran Bunga Tanjung Dua,Tempat Kerja,Negeri Sembilan,Seremban dan Rembau,27,465
2021-06-04,Jalan Alor Gajah Lama,Keagamaan,Melaka,Alor Gajah dan Melaka Tengah,26,73
2021-06-04,Pulutan,Komuniti,Sabah,Nabawan,11,110
2021-06-04,Dah Rimba,Komuniti,Kedah,"Sik, Kulim, Kuala Muda, dan Baling",35,183
2021-06-04,Persiaran Camellia,Tempat Kerja,Selangor,Hulu Selangor,14,50
2021-06-04,Jalan Tampin – Gemas,Tempat Kerja,Negeri Sembilan,Tampin,44,203
2021-06-04,Industri Jalan Senawang Tiga,Tempat Kerja,Negeri Sembilan,Seremban,53,358
2021-06-04,Industri Sungai Buloh,Tempat Kerja,Selangor,Kuala Selangor dan Petaling,32,37
2021-06-04,Jalan Keluli Tiga,Tempat Kerja,Johor,Johor Bahru,27,95
2021-06-04,Jalan Sungai Bakau,Tempat Kerja,Selangor,Gombak dan klang,42,120
2021-06-04,Jalan Jelapang 2,Tempat Kerja,Perak,"Kinta, Perak Tengah, dan            Kuala Kangsar",28,61
2021-06-04,Jalan Tanjung Machang,Tempat Kerja,Kelantan,Machang,15,52
2021-06-04,Pasar Borong Jengka,Tempat Kerja,Pahang,Maran,19,78
2021-06-04,Bunut,Komuniti,Sarawak,Mukah dan Sibu,35,170
2021-06-04,Jalan Bandar Baru,Tempat Kerja,Pulau Pinang,Seberang Perai Selatan,51,198
2021-06-05,Gambaron,Tempat Kerja,Sabah,"Telupid, Sandakan",12,103
2021-06-05,Industri Mentakab,Tempat Kerja,Pahang,Temerloh,18,92
2021-06-05,Skim B Meradong,Komuniti,Sarawak,Meradong,28,78
2021-06-05,Kampung Blok 31,Komuniti,Sabah,Tawau,33,75
2021-06-05,Ijus Pengelayan,Komuniti,Sarawak,"Miri, Marudi",55,163
2021-06-05,Banting Sri Aman,Komuniti,Sarawak,Sri Aman,59,262
2021-06-05,Jalan Pahang Taiping,Komuniti,Perak,"Larut, Matang, dan, Selama, Kinta, Hilir Perak",86,202
2021-06-05,Jalan Melaka,Tempat Kerja,WP Kuala Lumpur,"Titiwangsa, Cheras, Kepong",7,32
2021-06-05,Jalan Johor,Tempat Kerja,Johor,Batu Pahat,10,72
2021-06-05,Jalan Emas Satu Nilai,Tempat Kerja,Negeri Sembilan,Seremban,11,"1,550"
2021-06-05,Jalan Perkasa,Pendidikan Tinggi,WP Kuala Lumpur,"Titiwangsa, Cheras",19,30
2021-06-05,Jalan Changkat Permata,Tempat Kerja,Selangor,Gombak,19,49
2021-06-05,Industri Wakaf Tapai,Tempat Kerja,Terengganu,"Marang, Hulu Terengganu",20,104
2021-06-05,Ladang Bukit Ibam,Tempat Kerja,Pahang,Rompin,20,423
2021-06-05,Jalan Perak Industri,Tempat Kerja,Johor,Johor Bahru,10,41
2021-06-05,Jalan Jaya 2,Kumpulan Berisiko Tinggi,WP Kuala Lumpur,"Cheras, Titiwangsa, Hulu Langat, Petaling",47,238
2021-06-05,Jalan Kampung Yoh,Tempat Kerja,Sarawak,"Sebauh, Bintulu",58,83
2021-06-05,Lorong Perusahaan Maju Enam,Tempat Kerja,Pulau Pinang,"Seberang Perai Tengah, Timur Laut",40,140
2021-06-05,Industri Jalan Bunga Tanjung Tiga,Tempat Kerja,Negeri Sembilan,Seremban,57,445
2021-06-05,Lebuh Raja Lumu,Tempat Kerja,Selangor,"Klang, Kuala Langat, Kuala Selangor, Petaling",38,379
2021-06-05,Jalan Persiaran 67,Tempat Kerja,Johor,"Kulai, Johor Bahru",33,191
2021-06-05,Kilometer Dua Belas,Tempat Kerja,Selangor,"Kuala Selangor, Klang",31,138
2021-06-05,Jalan Molek Satu,Tempat Kerja,Johor,Johor Bahru,23,29
2021-06-05,Lubok Nitik,Tempat Kerja,Sarawak,"Saratok, Betong",38,147
2021-06-06,Jalan Kebun Sayur,Tempat Kerja,Johor,Muar,55,145
2021-06-06,Jalan Utama,Tempat Kerja,Sabah,Sandakan,15,79
2021-06-06,Sawit Kinabatangan,Tempat Kerja,Sabah,Kinabatangan,29,111
2021-06-06,Taman Aman,Tempat Kerja,Johor,Kluang dan Batu Pahat,17,118
2021-06-06,Ladang Tereh,Tempat Kerja,Johor,Kluang,25,171
2021-06-06,Jalan Teknologi Perintis Dua,Tempat Kerja,Johor,Johor Bahru,15,353
2021-06-06,Jalan Kasturi Satu,Pendidikan Lain,Selangor,Hulu Langat,15,85
2021-06-06,Jalan Silat   Harimau 21,Tempat Kerja,Johor,Johor Bahru,12,43
2021-06-06,Kampung Jejawi,Komuniti,Kelantan,Pasir Mas,7,17
2021-06-06,Jaya Gading,Komuniti,Pahang,Kuantan,53,466
2021-06-06,Jalan Parit Haji Zain,Tempat Kerja,Johor,Muar,33,71
2021-06-06,Bukit Gasing,Kumpulan Berisiko Tinggi,Selangor,Petaling,26,42
2021-06-06,Jalan Ketiau Tombovo,Tempat Kerja,Sabah,Putatan,9,145
2021-06-06,Jalan Bertam 23,Tempat Kerja,Johor,Johor Bahru,6,61
2021-06-06,Jalan Waja Enam Belas,Tempat Kerja,Selangor,Kuala Langat,22,160
2021-06-06,Industri Bukit Nian,Tempat Kerja,Melaka,Alor Gajah,41,79
2021-06-06,Sri Cemerlang,Tempat Kerja,Kelantan,Kota Bharu dan Pasir Mas,17,41
2021-06-06,Persiaran Sabak 26,Tempat Kerja,Selangor,Petaling dan Klang,30,75
2021-06-06,Pagar Jalan Sultanah,Pusat Tahanan,Johor,Mersing,21,247
2021-06-06,Jalan Alamanda Dua,Tempat Kerja,WP Putrajaya dan Selangor,"Putrajaya, Hulu Langat, Petaling, dan Sepang",8,108
2021-06-06,Behrang Stesen,Pendidikan Tinggi,Perak,Muallim,37,173
2021-06-06,Kampung Bakong,Komuniti,Kelantan,Pasir Mas,8,13
2021-06-06,Bukit Jong,Komuniti,Kelantan,Machang dan      Kota Bharu,13,78
2021-06-06,Kilometer 35 Kemendor,Keagamaan,Melaka,Jasin dan        Melaka Tengah,33,91
2021-06-06,Tamalang,Komuniti,Sabah,Kota Belud,27,121
2021-06-06,Gusi,Komuniti,Sabah,Papar,25,49
2021-06-06,Dah Saga,Tempat Kerja,Kedah,"Kota Setar, Pendang, dan Sik",42,133
