tarikh,nama_kluster,kategori_kluster,daerah
2021-06-18,Tembok Taiping 2,Pusat Tahanan,Matang
2021-06-18,Tembok Taiping 2,Pusat Tahanan,Selama
2021-06-18,Pintas – Lingkudau,Tempat Kerja,Keningau
2021-06-18,Pintas – Lingkudau,Tempat Kerja,Tambunan
2021-06-18,Tapak Bina Desa Rawang,Tempat Kerja,Gombak
2021-06-19,Jalan Kenyalang,Tempat Kerja,Johor Bharu
2021-06-19,Industri Jalan P1 Ayer Keroh,Tempat Kerja,Melaka Tengah
2021-06-19,Industri Jalan P1 Ayer Keroh,Tempat Kerja,Jasin
2021-06-19,Tanjung Bin Dua,Tempat Kerja,Pontian
2021-06-19,Tapak Bina Perdagangan Dana,Tempat Kerja,Petaling
2021-06-19,Jalan Tujuh Selatan Dua,Tempat Kerja,Sepang
2021-06-19,Jalan Tujuh Selatan Dua,Tempat Kerja,Hulu Langat
2021-06-19,Jalan Tujuh Selatan Dua,Tempat Kerja,Klang
2021-06-19,Jalan Tujuh Selatan Dua,Tempat Kerja,Kuala Langat
2021-06-19,Jalan Tujuh Selatan Dua,Tempat Kerja,Kuala Selangor
2021-06-19,Jalan Tujuh Selatan Dua,Tempat Kerja,Petaling
2021-06-19,Jalan Vita Dua,Tempat Kerja,Sepang
2021-06-19,Taman Merbau Utama,Komuniti,Pasir Puteh
2021-06-19,Taman Merbau Utama,Komuniti,Kota Bahru
2021-06-19,Selindang,Tempat Kerja,Lipis
2021-06-19,Jalan Tengah,Komuniti,Mersing
2021-06-19,Industri Alam Jaya 2/1,Tempat Kerja,Kuala Selangor
2021-06-19,Industri Alam Jaya 2/1,Tempat Kerja,Klang
2021-06-19,Tapak Bina Jalan Perumahan Gurney,Tempat Kerja,Titiwangsa
2021-06-19,Jalan Kempas Lima,Tempat Kerja,Johor Bahru
2021-06-19,Jalan Kempas Lima,Tempat Kerja,Kluang
2021-06-19,Industri Jalan Dua,Tempat Kerja,Gombak
2021-06-19,Industri Jalan Dua,Tempat Kerja,Hulu Langat
2021-06-19,Industri Jalan Dua,Tempat Kerja,Petaling
2021-06-19,Dah Industri Jabi,Tempat Kerja,Kota Setar
2021-06-19,Sungai Banun,Komuniti,Meradong
2021-06-19,Kampung Bedal,Komuniti,Kuala Krai
2021-06-19,Tebakang Dayak,Komuniti,Serian
2021-06-19,Tembok Mantin,Pusat Tahanan,Seremban
2021-06-19,Tembok Labuan,Pusat Tahanan,Labuan
2021-06-19,Tembok Kluang,Pusat Tahanan,Kluang
2021-06-19,Tembok Machang,Pusat Tahanan,Machang
2021-06-19,Dah Tiong,Kumpulan Berisiko Tinggi,Kuala Muda
2021-06-19,Taman Damai,Komuniti,Machang
2021-06-19,Taman Damai,Komuniti,Jeli
2021-06-19,Mongkos 2,Komuniti,Tebedu
2021-06-19,Mongkos 2,Komuniti,Kuching
2021-06-20,Tapak Bina Persiaran Hamidiah,Tempat Kerja,Hulu Langat
2021-06-20,Industri Lebuh Satu,Tempat Kerja,Klang
2021-06-20,Industri Lebuh Satu,Tempat Kerja,Kuala Selangor
2021-06-20,Industri Lebuh Satu,Tempat Kerja,Petaling
2021-06-20,Industri Solok Waja Satu,Tempat Kerja,Klang
2021-06-20,Industri Meranti Dua,Tempat Kerja,Sepang
2021-06-20,Jalan Bundusan,Tempat Kerja,Kota Kinabalu
2021-06-20,Jalan Bundusan,Tempat Kerja,Penampang
2021-06-20,Tembok Sungai Udang 2,Pusat Tahanan,Melaka Tengah
2021-06-20,Iris Garden,Kumpulan Berisiko Tinggi,Kuching
2021-06-20,Jalan Kemboja Tujuh,Kumpulan Berisiko Tinggi,Seremban
2021-06-20,Kampung Nelayan Tengah,Komuniti,Sandakan
2021-06-20,Beladau Selat,Komuniti,Kuala Terengganu
2021-06-20,Lorong Perlis Empat,Komuniti,Miri
2021-06-20,Lorong Perlis Empat,Komuniti,Subis
2021-06-20,Kampung Pulau Panjang,Komuniti,Kota Bharu
2021-06-20,Kampung Tok Kamis,Komuniti,Pasir Puteh
2021-06-20,Industri Lukut Tiga,Tempat Kerja,Port Dickson
2021-06-20,Kampung Kubang Panjang,Tempat Kerja,Pasir Mas
2021-06-20,Kampung Kubang Panjang,Tempat Kerja,Kota Bharu
2021-06-20,Lorong Empat Jerantut,Tempat Kerja,Jerantut
2021-06-20,Indera Mahkota 16,Tempat Kerja,Kuantan
2021-06-20,Tapak Bina Perindustrian Olak Lempit,Tempat Kerja,Kuala Langat
2021-06-20,Tapak Bina Jalan Seri Tanjung Pinang,Tempat Kerja,Timur Laut
2021-06-21,Kampung Muara Tebas,Komuniti,Kuching
2021-06-21,Serudung Baru,Komuniti,Tawau
2021-06-21,Jalan Jeram Pasu,Komuniti,Pasir Puteh
2021-06-21,Kampung Tiong,Komuniti,Kota Bharu
2021-06-21,Quadruplex Lapan Enam,Komuniti,Miri
2021-06-21,Kevok,Komuniti,Telang Usan
2021-06-21,Jalan Baru Tatau – Bintulu,Tempat Kerja,Tatau
2021-06-21,Jalan Merbok Ayer Keroh,Tempat Kerja,Melaka Tengah
2021-06-21,Jalan Merbok Ayer Keroh,Tempat Kerja,Jasin
2021-06-21,Samedra,Tempat Kerja,Kota Kinabalu
2021-06-21,Jalan Jelai – Rompin,Tempat Kerja,Jempol
2021-06-21,Jalan Tok Jangggut,Kumpulan Berisiko Tinggi,Bachok
2021-06-21,Jalan Tok Jangggut,Kumpulan Berisiko Tinggi,Kota Bharu
2021-06-21,Jalan Tok Jangggut,Kumpulan Berisiko Tinggi,Machang
2021-06-21,Jalan Tok Jangggut,Kumpulan Berisiko Tinggi,Pasir Puteh
2021-06-21,Lebuh Kurau Tiga,Tempat Kerja,Seberang Perai Utara
2021-06-21,Lebuh Kurau Tiga,Tempat Kerja,Seberang Perai Tengah
2021-06-21,Lebuh Kurau Tiga,Tempat Kerja,Seberang Perai Selatan
2021-06-21,Jalan Bioteknologi Dua,Tempat Kerja,Johor Bahru
2021-06-21,Jalan Pekeliling Industri,Tempat Kerja,Johor Bahru
2021-06-21,Perindustrian Sri Plentong,Tempat Kerja,Johor Bahru
2021-06-21,Tapak Bina Gunung Satu,Tempat Kerja,Johor Bahru
2021-06-21,Industri Batu Besar,Tempat Kerja,Klang
2021-06-21,Industri Jati Kiri,Tempat Kerja,Klang
2021-06-21,Industri Jati Kiri,Tempat Kerja,Petaling
2021-06-21,Industri Jalan Enggang Ampang,Tempat Kerja,Gombak
2021-06-21,Industri Jalan Bebas Tiga,Tempat Kerja,Klang
2021-06-21,Industri Jalan Bebas Tiga,Tempat Kerja,Petaling
2021-06-21,Industri Bukit Tengah,Tempat Kerja,Seberang Perai Tengah
2021-06-21,Taman Rantau Mas,Komuniti,Pasir Mas
2021-06-22,Industri Kampung Bukit Angkat,Tempat Kerja,Hulu Langat
2021-06-22,Jalan Persiaran Enam,Tempat Kerja,Kuala Selangor
2021-06-22,Tapak Bina Laluan Klang,Tempat Kerja,Klang
2021-06-22,Taman Pusat Kepong,Tempat Kerja,Kepong
2021-06-22,Jalan Kepong Usaha,Tempat Kerja,Kepong
2021-06-22,Jalan Tasik Selatan,Tempat Kerja,Cheras
2021-06-22,Jalan Sri Hartamas,Tempat Kerja,Kepong
2021-06-22,Industri Jalan Teknologi Lima Nilai,Tempat Kerja,Seremban
2021-06-22,Industri Jalan Teknologi Lima Nilai,Tempat Kerja,Port Dickson
2021-06-22,Industri Jalan Senawang Empat,Tempat Kerja,Seremban
2021-06-22,Industri Jalan Senawang Empat,Tempat Kerja,Jempol
2021-06-22,Industri Jalan Senawang Empat,Tempat Kerja,Kuala Pilah
2021-06-22,Industri Jalan Senawang Empat,Tempat Kerja,Rembau
2021-06-22,Jalan Maju Lima,Tempat Kerja,Johor Bahru
2021-06-22,Jalan Maju Lima,Tempat Kerja,Kota Tinggi
2021-06-22,Kampung Bukit Tanah,Komuniti,Pasir Puteh
2021-06-22,Kampung Kubang Hakim,Komuniti,Pasir Mas
2021-06-22,Kampung Pulau Tukang Dollah,Komuniti,Kota Bharu
2021-06-22,Lunyim,Komuniti,Telang Usan
2021-06-22,Sungai Long Seripa,Komuniti,Sebauh
2021-06-22,Dah Perdana Tinggi,Pendidikan,Kulim
2021-06-22,Tembok Ulu Teris,Pusat Tahanan,Sepang
2021-06-22,Jalan Laksamana Cheng Ho,Kumpulan Berisiko Tinggi,Melaka Tengah
2021-06-22,Industri SS Lapan Sungai Way,Tempat Kerja,Petaling
2021-06-22,Industri SS Lapan Sungai Way,Tempat Kerja,Klang
2021-06-22,Industri SS Lapan Sungai Way,Tempat Kerja,Hulu Selangor
2021-06-22,Industri SS Lapan Sungai Way,Tempat Kerja,Kuala Selangor
2021-06-22,Industri SS Lapan Sungai Way,Tempat Kerja,Gombak
2021-06-22,Industri SS Lapan Sungai Way,Tempat Kerja,Hulu Langat
2021-06-22,Jalan Permata 22,Tempat Kerja,Gombak
2021-06-22,Jalan Kebun Baru,Tempat Kerja,Kuala Langat
2021-06-23,Nanga Tada,Komuniti,Kanowit
2021-06-23,Jalan Perdagangan Alam Jaya,Tempat Kerja,Kuala Selangor
2021-06-23,Tembok Jelebu,Pusat Tahanan,Jelebu
2021-06-23,Jalan Sepang,Kumpulan Berisiko Tinggi,Sepang
2021-06-23,Jerung Surau,Komuniti,Marang
2021-06-23,Jerung Surau,Komuniti,Hulu Terengganu
2021-06-23,Kampung Segambut Dalam,Komuniti,Kepong
2021-06-23,Lorong Tun Mamat Dua,Komuniti,Melaka Tengah
2021-06-23,Tanjong Lelengau,Komuniti,Pakan
2021-06-23,Sungai Kotak,Komuniti,Meradong
2021-06-23,Jalan Kuala Tatau,Komuniti,Tatau
2021-06-23,Jalan Kuala Tatau,Komuniti,Bintulu
2021-06-23,Pasar Kemunting,Tempat Kerja,Kuantan
2021-06-23,Jalan Kempas Permatang,Tempat Kerja,Johor Bahru
2021-06-23,Jalan Kukuban,Tempat Kerja,Titiwangsa
2021-06-23,Jalan Mangga Satu,Tempat Kerja,Melaka Tengah
2021-06-23,Industri Jalan Usaha Dua,Tempat Kerja,Melaka Tengah
2021-06-23,Industri Jalan Usaha Dua,Tempat Kerja,Alor Gajah
2021-06-23,Tingkat Perusahaan 6A,Tempat Kerja,Seberang Perai Tengah
2021-06-23,Tingkat Perusahaan 6A,Tempat Kerja,Seberang Perai Utara
2021-06-23,Tingkat Perusahaan 6A,Tempat Kerja,Seberang Perai Selatan
2021-06-23,Industri Jalan Macalister,Tempat Kerja,Timur Laut
2021-06-23,Industri Jalan Macalister,Tempat Kerja,Seberang Perai Utara
2021-06-23,Industri Perusahaan Utama,Tempat Kerja,Hulu Langat
2021-06-23,Industri Jalan Kidamai Dua,Tempat Kerja,Hulu Langat
2021-06-23,Jalan Bandar Satu,Tempat Kerja,Gombak
2021-06-23,Jalan Enam Selatan Dua,Tempat Kerja,Sepang
2021-06-23,Jalan Enam Selatan Dua,Tempat Kerja,Kuala Langat
2021-06-23,Jalan Enam Selatan Dua,Tempat Kerja,Petaling
2021-06-23,Jalan Enam Selatan Dua,Tempat Kerja,Klang
2021-06-23,Jalan Enam Selatan Dua,Tempat Kerja,Hulu Selangor
2021-06-23,Jalan Enam Selatan Dua,Tempat Kerja,Hulu Langat
2021-06-23,Tapak Bina Warisan Puteri,Tempat Kerja,Sepang
2021-06-23,Industri Jalan Bacang,Tempat Kerja,Gombak
2021-06-23,Jalan Raja Bot,Tempat Kerja,Titiwangsa
2021-06-24,Sungai Linau,Tempat Kerja,Sepang
2021-06-24,Tapak Bina Persiaran Aspirasi,Tempat Kerja,Sepang
2021-06-24,Jalan Cox,Kumpulan Berisiko Tinggi,Klang
2021-06-24,Jalan Langat Utama Satu,Tempat Kerja,Kuala Langat
2021-06-24,Jalan Senai Jaya Satu,Komuniti,Kulai
2021-06-24,Taman Kurnia Jaya,Komuniti,Kota Bharu
2021-06-24,Kampung Kajang Sebidang,Komuniti,Tumpat
2021-06-24,Taman Bukit Angkasa,Komuniti,Lembah Pantai
2021-06-24,Pantai Ria,Komuniti,Lembah Pantai
2021-06-24,Jalan Kubur,Komuniti,Lembah Pantai
2021-06-24,Sentral Triang,Tempat Kerja,Bera
2021-06-24,Pulai Jaya Sembilan,Tempat Kerja,Kinta
2021-06-24,Brumas Camp,Komuniti,Kalabakan
2021-06-24,Taman Tun Dr Ismail,Tempat Kerja,Kepong
2021-06-24,Paris Tiga,Tempat Kerja,Kinabatangan
2021-06-24,Dah 3/5 Industri Sungai Petani,Tempat Kerja,Kuala Muda
2021-06-24,Dah Industri Sungai Getah,Tempat Kerja,Kuala Muda
2021-06-24,Jalan Keluli Industri,Tempat Kerja,Johor Bahru
2021-06-24,Industri Murni Lapan,Tempat Kerja,Kulai
2021-06-24,Industri Murni Lapan,Tempat Kerja,Johor Bahru
2021-06-24,Jalan Sungai Antu,Tempat Kerja,Sibu
2021-06-24,Jalan Sungai Antu,Tempat Kerja,Meradong
2021-06-24,Permata Satu 2,Tempat Kerja,Seremban
2021-06-24,Perusahaan Pantai,Tempat Kerja,Seremban
2021-06-24,Perusahaan Pantai,Tempat Kerja,Jelebu
2021-06-24,Perusahaan Pantai,Tempat Kerja,Kuala Pilah
2021-06-24,Perusahaan Pantai,Tempat Kerja,Rembau
2021-06-24,Jalan Haruan Tujuh,Tempat Kerja,Seremban
2021-06-24,Jalan Haruan Tujuh,Tempat Kerja,Port Dickson
2021-06-24,Jalan Haruan Tujuh,Tempat Kerja,Rembau
2021-06-24,Industri Jalan Udang,Tempat Kerja,Klang
2021-06-24,Industri Mahkota Beranang,Tempat Kerja,Hulu Langat
2021-06-24,Industri Rawang Perdana Satu,Tempat Kerja,Gombak
2021-06-24,Industri Rawang Perdana Satu,Tempat Kerja,Hulu Selangor
2021-06-24,Industri Rawang Perdana Satu,Tempat Kerja,Klang
2021-06-24,Industri Rawang Perdana Satu,Tempat Kerja,Petaling
2021-06-24,Industri Jalan Seruling 57,Tempat Kerja,Klang
2021-06-24,Industri Jalan Kilang Bestari,Tempat Kerja,Kuala Selangor
2021-06-24,Dah 30 Relong,Komuniti,Pendang
2021-06-24,Sungai Separai,Komuniti,Tatau
2021-06-25,Kailan Tringkap,Tempat Kerja,Cameron Highlands
2021-06-25,Kailan Tringkap,Tempat Kerja,Kinta
2021-06-25,Dah 11 Industri Sungai Petani,Tempat Kerja,Kuala Muda
2021-06-25,Jalan Kampung Jawa,Tempat Kerja,Timur Laut
2021-06-25,Jalan Kampung Jawa,Tempat Kerja,Barat Daya
2021-06-25,Jalan Raja Muda Musa,Tempat Kerja,Titiwangsa
2021-06-25,Jalan Kidurong Lima,Tempat Kerja,Bintulu
2021-06-25,Jalan Kidurong Lima,Tempat Kerja,Sebauh
2021-06-25,Pengkalan Gelugor,Komuniti,Kuala Nerus
2021-06-25,Pengkalan Gelugor,Komuniti,Kuala Terengganu
2021-06-25,Jalan Laksamana Intan,Komuniti,Hilir Perak
2021-06-25,Kilometer 23 Puncak Borneo,Pusat Tahanan,Kuching
2021-06-25,Jalan Taman Ibu Kota,Tempat Kerja,Titiwangsa
2021-06-25,Tapak Bina Matahari 2,Tempat Kerja,Titiwangsa
2021-06-25,Tapak Bina Jalan Utara,Tempat Kerja,Lembah Pantai
2021-06-25,Tapak Bina Jalan Utara,Tempat Kerja,Cheras
2021-06-25,Jalan Ampang Water Front Dua,Tempat Kerja,Hulu Langat
2021-06-25,Jalan Ampang Water Front Dua,Tempat Kerja,Gombak
2021-06-25,Jalan Ampang Water Front Dua,Tempat Kerja,Kepong
2021-06-25,Industri Kilometer 17 Rawang,Tempat Kerja,Gombak
2021-06-25,Jalan Cyberia Dua,Tempat Kerja,Sepang
2021-06-25,Jalan Cyberia Dua,Tempat Kerja,Kuala Langat
2021-06-25,Industri Jalan Norton,Tempat Kerja,Kuala Langat
2021-06-25,Industri SS Lapan Dua,Tempat Kerja,Petaling
2021-06-25,Industri Jalan Seruling 59,Tempat Kerja,Klang
2021-06-25,Tapak Bina Jalan City,Tempat Kerja,Sepang
2021-06-25,Tapak Bina Lebuh 2,Tempat Kerja,Sepang
2021-06-25,Wakaf Aik,Tempat Kerja,Bachok
2021-06-25,Wakaf Aik,Tempat Kerja,Kota Bharu
2021-06-25,Jalan Nirwana Dua,Tempat Kerja,Melaka Tengah
2021-06-26,Tapak Bina Pintasan Segambut,Tempat Kerja,Kepong
2021-06-26,Industri Tanjung Suria,Tempat Kerja,Kuala Langat
2021-06-26,Industri Tanjung Suria,Tempat Kerja,Sepang
2021-06-26,Tapak Bina Cybersouth Utama,Tempat Kerja,Sepang
2021-06-26,Industri Jalan Enam Salak Tinggi,Tempat Kerja,Sepang
2021-06-26,Changkat Intan,Kumpulan Berisiko Tinggi,Hilir Perak
2021-06-26,Changkat Intan,Kumpulan Berisiko Tinggi,Batang Padang
2021-06-26,Permatang Pasir Bachok,Komuniti,Bachok
2021-06-26,Nyelutong,Komuniti,Samarahan
2021-06-26,Nyelutong,Komuniti,Bentong
2021-06-26,Nyelutong,Komuniti,Sibu
2021-06-26,Nyelutong,Komuniti,Lubuk Antu
2021-06-26,Nyelutong,Komuniti,Sri Aman
2021-06-26,Tembok Tawau,Pusat Tahanan,Tawau
2021-06-26,Penjara Jalan Harapan 2,Pusat Tahanan,Gombak
2021-06-26,PLO Jalan Perak,Tempat Kerja,Johor Bahru
2021-06-26,Industri Serkam 2,Tempat Kerja,Jasin
2021-06-26,Industri Serkam 2,Tempat Kerja,Melaka Tengah
2021-06-26,Jalan Usaha Jaya,Tempat Kerja,Seberang Perai Tengah
2021-06-26,Perindustrian Bakri Satu,Tempat Kerja,Muar
2021-06-26,Bandar Rantau Panjang,Tempat Kerja,Pasir Mas
2021-06-27,Kampung Melor Lama,Komuniti,Kota Bharu
2021-06-27,Linau Kumpang,Komuniti,Kota Belud
2021-06-27,Industri Kampung Sungai Bakau,Tempat Kerja,Gombak
2021-06-27,Tapak Bina Jade,Tempat Kerja,Hulu Langat
2021-06-27,Industri Jalan Sungai Tua,Tempat Kerja,Hulu Selangor
2021-06-27,Tapak Bina Jalan Kuching,Tempat Kerja,Kepong
2021-06-27,Tapak Bina Jalan Residen Dua,Tempat Kerja,Kepong
2021-06-27,Tapak Bina Jalan Kiara Lima,Tempat Kerja,Kepong
2021-06-27,Jalan Stampin,Kumpulan Berisiko Tinggi,Kuching
2021-06-27,Tembok Kota Kinabalu,Pusat Tahanan,Kota Kinabalu
2021-06-27,Tembok Kota Kinabalu,Pusat Tahanan,Penampang
2021-06-27,Tembok Kota Kinabalu,Pusat Tahanan,Papar
2021-06-27,Jalan 12 Kampar,Komuniti,Kampar
2021-06-27,Kampung Gong Depu,Komuniti,Pasir Puteh
2021-06-27,Kuarters Bata Durok,Komuniti,Keningau
2021-06-27,Industri Rawang Bestari,Tempat Kerja,Gombak
2021-06-27,Industri Rawang Bestari,Tempat Kerja,Hulu Selangor
2021-06-27,Murni Sepang,Komuniti,Sepang
2021-06-27,Tapak Bina Jalan Belfield,Tempat Kerja,Lembah Pantai
2021-06-27,Pekeliling Tanjung 27,Tempat Kerja,Kulai
2021-06-28,Industri Persiaran Bunga Tanjung Satu,Tempat Kerja,Seremban
2021-06-28,Industri Waja 2,Tempat Kerja,Kuala Langat
2021-06-28,Industri Waja 2,Tempat Kerja,Klang
2021-06-28,Industri Jalan Laksamana Satu,Tempat Kerja,Klang
2021-06-28,Industri Jalan Dolomite Dua,Tempat Kerja,Gombak
2021-06-28,Tapak Bina Lingkaran Eco Majestic,Tempat Kerja,Hulu Langat
2021-06-28,Tapak Bina Jalan Wangsa 2,Tempat Kerja,Titiwangsa
2021-06-28,Tapak Bina Jalan Kiara Tujuh,Tempat Kerja,Kepong
2021-06-28,Jalan Tanjung Puteri Satu,Tempat Kerja,Johor Bahru
2021-06-28,Tapak Bina Jalan Kasipillay,Tempat Kerja,Kepong
2021-06-28,Jalan Kebun Bakri,Tempat Kerja,Muar
2021-06-28,Jalan Gunung Lapan,Komuniti,Johor Bahru
2021-06-28,Industri Teknologi Cheng 22,Tempat Kerja,Melaka Tengah
2021-06-28,Industri Teknologi Cheng 22,Tempat Kerja,Alor Gajah
2021-06-28,Business City,Tempat Kerja,Melaka Tengah
2021-06-28,Jalan Semariang,Tempat Kerja,Kuching
2021-06-28,Dah Sembilan Industri Sungai Petani,Tempat Kerja,Kuala Muda
2021-06-28,Bandar Baru Lubok Jong,Tempat Kerja,Pasir Mas
2021-06-28,Simpang Koko,Komuniti,Sarikei
2021-06-28,Luteng,Komuniti,Telang Usan
2021-06-28,Kubang Jela,Komuniti,Kuala Terengganu
2021-06-28,Kampung Telosan,Komuniti,Pasir Puteh
2021-06-28,Dah Sawi,Komuniti,Kulim
2021-06-28,Industri Bunga Tanjung Dua,Tempat Kerja,Seremban
2021-06-29,Nanga Belungai,Komuniti,Tatau
2021-06-29,Industri Balakong Sembilan,Tempat Kerja,Hulu Langat
2021-06-29,Banggol Chicha Ketereh,Komuniti,Kota Bharu
2021-06-29,Kampung Lada,Komuniti,Jerantut
2021-06-29,Jalan Putra Sembilan,Komuniti,Putrajaya
2021-06-29,Sungai Ling,Komuniti,Maran
2021-06-29,Jalan Empat Bandar Baru Bangi,Komuniti,Hulu Langat
2021-06-29,Cahaya Enam,Komuniti,Sabak Bernam
2021-06-29,Kenawar 69,Komuniti,Segamat
2021-06-29,Jalan Bidara,Komuniti,Tangkak
2021-06-29,Rimba Raja,Komuniti,Perak Tengah
2021-06-29,Taman Desa An Nur,Komuniti,Kota Bharu
2021-06-29,Kampung Jelutong,Komuniti,Kampar
2021-06-29,Muhibbah Menggatal,Komuniti,Kota Kinabalu
2021-06-29,Muhibbah Menggatal,Komuniti,Penampang
2021-06-29,Muhibbah Menggatal,Komuniti,Tuaran
2021-06-29,Tapak Bina Jalan Tun Razak,Tempat Kerja,Titiwangsa
2021-06-29,Jalan Dataran Segar,Tempat Kerja,Port Dickson
2021-06-29,Jalan Dataran Segar,Tempat Kerja,Seremban
2021-06-29,Industri Lorong Bunga Tanjung Satu,Tempat Kerja,Seremban
2021-06-29,Industri Lorong Bunga Tanjung Satu,Tempat Kerja,Kuala Pilah
2021-06-29,Industri Lorong Bunga Tanjung Satu,Tempat Kerja,Port Dickson
2021-06-29,Industri Lorong Bunga Tanjung Satu,Tempat Kerja,Rembau
2021-06-29,Jalan Jaya Temerloh,Tempat Kerja,Temerloh dan Maran
2021-06-29,Tapak Bina Jalan Choo Cheng Kay,Tempat Kerja,Lembah Pantai
2021-06-29,Jalan Pee Kang Hai,Kumpulan Berisiko Tinggi,Segamat
2021-06-29,Jalan Alor Setar,Tempat Kerja,Cheras
2021-06-29,Industri Sungai Chua Satu,Tempat Kerja,Hulu Langat
2021-06-29,Tapak Bina Sunsuria City,Tempat Kerja,Sepang
2021-06-29,Jalan PJS Lapan,Tempat Kerja,Petaling
2021-06-29,Jalan Tanggilan,Pendidikan,Putrajaya
2021-06-29,Jalan Tanggilan,Pendidikan,Kuala Langat
2021-06-29,Jalan TJ 2,Tempat Kerja,Seremban
2021-06-29,Industri Benus,Tempat Kerja,Bentong dan Raub
2021-06-30,Industri Jalan Ikan Duyung,Tempat Kerja,Klang
2021-06-30,Industri Subang Utama Enam,Tempat Kerja,Klang
2021-06-30,Industri Subang Utama Enam,Tempat Kerja,Petaling
2021-06-30,Jalan PPS Satu,Tempat Kerja,Klang
2021-06-30,Perindustrian Rami Satu,Tempat Kerja,Muar
2021-06-30,Industri Jalan Masjid Batu Sembilan,Tempat Kerja,Kuala Langat
2021-06-30,Industri Jalan Masjid Batu Sembilan,Tempat Kerja,Klang
2021-06-30,Perindustrian 33,Tempat Kerja,Kepong
2021-06-30,Pasar TTDI,Tempat Kerja,Kepong
2021-06-30,Pasar TTDI,Tempat Kerja,Cheras
2021-06-30,Jalan Penaga Industri,Tempat Kerja,Johor Bahru
2021-06-30,Jalan Penaga Industri,Tempat Kerja,Kota Tinggi
2021-06-30,Perindustrian Murni Empat,Tempat Kerja,Kulai
2021-06-30,Industri Bidor,Tempat Kerja,Batang Padang
2021-06-30,Batu 23 Choh,Tempat Kerja,Kulai
2021-06-30,Batu 23 Choh,Tempat Kerja,Pontian
2021-06-30,Batu 23 Choh,Tempat Kerja,Batu Pahat
2021-06-30,Meranti Indah,Pendidikan,Bera
2021-06-30,Jalan Emas Putih,Kumpulan Berisiko Tinggi,Klang
2021-06-30,Blimbing,Komuniti,Bau
2021-06-30,Po Ai,Komuniti,Sri Aman
2021-06-30,Tema Saan,Komuniti,Tebedu
2021-06-30,Limbawang,Komuniti,Beaufort
2021-06-30,Parit Keroma,Komuniti,Muar
2021-06-30,Kampung Nibong Lemal,Komuniti,Pasir Mas
2021-06-30,Jalan 14/44 Padang Tembak,Komuniti,Kota Bharu
2021-06-30,Kampung Pangkal Jetas,Komuniti,Machang
2021-06-30,Jalan Thean Teik,Tempat Kerja,Timur Laut
2021-06-30,Jalan Prima Impian,Tempat Kerja,Kepong
2021-07-01,Nahaba 2,Komuniti,Kota Belud
2021-07-01,Jalan Lagenda,Komuniti,Tangkak
2021-07-01,Dah Batik Industri Sungai Petani,Tempat Kerja,Kuala Muda
2021-07-01,Dah Mawar Biru,Tempat Kerja,Bandar Baharu
2021-07-01,Dah Lima Industri Sungai Petani,Tempat Kerja,Kuala Muda
2021-07-01,Industri MIEL Bayan Lepas,Tempat Kerja,Barat Daya
2021-07-01,Industri MIEL Bayan Lepas,Tempat Kerja,Timur Laut
2021-07-01,Jalan Perusahaan Maju Sembilan,Tempat Kerja,Seberang Perai Tengah
2021-07-01,Jalan Perusahaan Maju Sembilan,Tempat Kerja,Kerian
2021-07-01,Industri Balakong Empat,Tempat Kerja,Hulu Langat
2021-07-01,Industri Perusahaan Selesa Jaya,Tempat Kerja,Hulu Langat
2021-07-01,Jalan Sin Chew Kee,Tempat Kerja,Lembah Pantai
2021-07-01,Kampung Telok Kemang,Tempat Kerja,Muar
2021-07-01,Jalan Industri Enam Jelapang,Tempat Kerja,Kinta
2021-07-01,Kampung Tengah Tanah Merah,Komuniti,Tanah Merah
2021-07-01,Kampung Redang Gunong,Komuniti,Bachok
2021-07-01,Kampung Redang Gunong,Komuniti,Kota Bharu
2021-07-01,Kampung Bagus,Komuniti,Pasir Mas
2021-07-01,Kampung Hutan Banggol,Komuniti,Kota Bharu
2021-07-01,Kampung Hutan Banggol,Komuniti,Bachok
2021-07-01,Taman SP Mahang,Komuniti,Kota Bharu
2021-07-01,Seri Semarak,Komuniti,Titiwangsa
2021-07-01,Dah Tanjung Setol,Komuniti,Pendang
2021-07-01,Jalan Residensi,Kumpulan Berisiko Tinggi,Timur Laut
2021-07-01,Lorong Perusahaan Maju Lapan,Tempat Kerja,Seberang Perai Tengah
2021-07-02,Persiaran Soga,Kumpulan Berisiko Tinggi,Batu Pahat
2021-07-02,Persiaran Soga,Kumpulan Berisiko Tinggi,Kluang
2021-07-02,Perdagangan Harmoni Satu,Tempat Kerja,Sepang
2021-07-02,Jalan Orkid,Kumpulan Berisiko Tinggi,Hulu Selangor
2021-07-02,Persiaran MARDI,Kumpulan Berisiko Tinggi,Sepang
2021-07-02,Persiaran MARDI,Kumpulan Berisiko Tinggi,Hulu Langat
2021-07-02,Persiaran MARDI,Kumpulan Berisiko Tinggi,Hulu Selangor
2021-07-02,Persiaran MARDI,Kumpulan Berisiko Tinggi,Klang
2021-07-02,Persiaran MARDI,Kumpulan Berisiko Tinggi,Kuala Selangor
2021-07-02,Persiaran MARDI,Kumpulan Berisiko Tinggi,Petaling
2021-07-02,Persiaran MARDI,Kumpulan Berisiko Tinggi,Gombak
2021-07-02,Tanjung Pitas,Komuniti,Pitas
2021-07-02,Kompleks Fasa Dua,Komuniti,Muar
2021-07-02,Kampung Pahi Kuala Krai,Komuniti,Kuala Krai
