tarikh,nama_kluster,kategori_kluster,daerah
2021-05-23,Kemuning Tujuh,Tempat Kerja,Petaling
2021-05-24,Dermaga Sembilan,Import,Johor Bahru
2021-05-24,Kampung Pangkal Payung,Komuniti,Machang
2021-05-24,Kampung Pangkal Payung,Komuniti,Kota Bharu
2021-05-24,Kampung Pangkal Payung,Komuniti,Tanah Merah
2021-05-24,Jalan Jed,Kumpulan Berisiko Tinggi,Klang
2021-05-24,Jalan Jed,Kumpulan Berisiko Tinggi,Kuala Langat
2021-05-24,Kilometer Enam Jalan Lipis,Pendidikan,Raub
2021-05-24,Kilometer Enam Jalan Lipis,Pendidikan,Temerloh
2021-05-24,Kilometer Enam Jalan Lipis,Pendidikan,Lipis
2021-05-24,Kilometer Enam Jalan Lipis,Pendidikan,Cheras
2021-05-24,Landai Permai,Keagamaan,Cheras
2021-05-24,Jalan Ehsan Jaya,Keagamaan,Johor Bahru
2021-05-24,Patau – Patau,Komuniti,Labuan
2021-05-24,Taman Teratai,Komuniti,Lipis
2021-05-24,Kampung Padawan,Komuniti,Papar
2021-05-24,Kampung Padawan,Komuniti,Kota Kinabalu
2021-05-24,Taman Setia Jaya,Keagamaan,Seremban
2021-05-24,Taman Setia Jaya,Keagamaan,Kuala Pilah
2021-05-24,Jalan Akik,Komuniti,Kota Tinggi
2021-05-24,Jalan Bestari Satu,Tempat Kerja,Klang
2021-05-24,Jalan Bestari Satu,Tempat Kerja,Petaling
2021-05-24,Jalan Dato Sellathevan Empat,Tempat Kerja,Klang
2021-05-24,Wakaf Tembesu,Tempat Kerja,Kuala Nerus
2021-05-24,Wakaf Tembesu,Tempat Kerja,Kuala Terengganu
2021-05-24,Wakaf Tembesu,Tempat Kerja,Setiu
2021-05-24,Jalan Tengkorak,Tempat Kerja,Kuala Selangor
2021-05-24,Jalan Perindustrian Bukit Minyak,Tempat Kerja,Seberang Perai Tengah
2021-05-24,Jalan Usaha Tujuh,Tempat Kerja,Melaka Tengah
2021-05-24,Jalan Usaha Tujuh,Tempat Kerja,Alor Gajah
2021-05-24,Jalan Usaha Tujuh,Tempat Kerja,Jasin
2021-05-24,Industri Pengkalan Balak,Tempat Kerja,Alor Gajah
2021-05-24,Jalan Todak,Tempat Kerja,Seberang Perai Tengah
2021-05-24,Deluxe,Komuniti,Penampang
2021-05-24,Deluxe,Komuniti,Semporna
2021-05-25,Industri Kledang Satu,Tempat Kerja,Kinta
2021-05-25,Desa Pinggiran Putra,Keagamaan,Sepang
2021-05-25,Jalan Sekuntum,Komuniti,Johor Bahru
2021-05-25,Jalan Selendang,Komuniti,Kulai
2021-05-25,Jalan Dato Permaisuri,Komuniti,Miri
2021-05-25,Jalan Tahir Manan,Komuniti,Kuala Selangor
2021-05-25,Sungai Isap Perdana,Tempat Kerja,Kuantan
2021-05-25,Sungai Isap Perdana,Tempat Kerja,Hulu Langat
2021-05-25,Kalabakan Selatan,Tempat Kerja,Kalabakan
2021-05-25,Perusahaan Maju Enam,Tempat Kerja,Seberang Perai Tengah
2021-05-25,Jalan Segambut Lentang,Tempat Kerja,Kepong
2021-05-25,Jalan Segambut Lentang,Tempat Kerja,Titiwangsa
2021-05-25,Tasek Raja,Tempat Kerja,Pasir Mas
2021-05-25,Tasek Raja,Tempat Kerja,Kota Bharu
2021-05-25,Tasek Raja,Tempat Kerja,Tanah Merah
2021-05-25,Jalan Cemerlang Elektrik,Tempat Kerja,Johor Bahru
2021-05-25,Jalan Enam Selatan 1A,Tempat Kerja,Sepang
2021-05-25,Jalan Enam Selatan 1A,Tempat Kerja,Petaling
2021-05-25,Jalan Enam Selatan 1A,Tempat Kerja,Kuala Langat
2021-05-25,Tapak Bina Persiaran Setia Dagang,Tempat Kerja,Petaling
2021-05-25,Dah Charok Bemban,Tempat Kerja,Baling
2021-05-25,Dah Charok Bemban,Tempat Kerja,Sik
2021-05-26,Kampung Semerah Padi,Komuniti,Kuching
2021-05-26,Kampung Semerah Padi,Komuniti,Asajaya
2021-05-26,Bandar Lama Machang,Komuniti,Machang
2021-05-26,Kampung Kenjong,Komuniti,Pasir Mas
2021-05-26,Sungai Pukul,Komuniti,Tawau
2021-05-26,Lestari Mewah,Keagamaan,Sepang
2021-05-26,Lestari Mewah,Keagamaan,Hulu Langat
2021-05-26,Kauran Durok,Komuniti,Keningau
2021-05-26,Jalan Harmoni Utama,Keagamaan,Johor Bahru
2021-05-26,Industri Kampung Tersang,Tempat Kerja,Raub
2021-05-26,Delima Raya,Komuniti,Bentong
2021-05-26,Jalan IKA,Tempat Kerja,Larut
2021-05-26,Jalan IKA,Tempat Kerja,Matang
2021-05-26,Jalan IKA,Tempat Kerja,Selama
2021-05-26,Jalan IKA,Tempat Kerja,Kuala Kangsar
2021-05-26,Chat Lipis,Keagamaan,Lipis
2021-05-26,Perusahaan Maju Sepuluh,Tempat Kerja,Seberang Perai Utara
2021-05-26,Perusahaan Maju Sepuluh,Tempat Kerja,Seberang Perai Tengah
2021-05-26,Perusahaan Maju Sepuluh,Tempat Kerja,Seberang Perai Selatan
2021-05-26,Kampung Tun       Abdul Razak,Tempat Kerja,Hulu Selangor
2021-05-26,Jalan Bersatu,Tempat Kerja,Klang
2021-05-26,Meranti Jaya 2,Tempat Kerja,Sepang
2021-05-26,Meranti Jaya 2,Tempat Kerja,Petaling
2021-05-26,Jalan Sukma,Tempat Kerja,Kuching
2021-05-26,Jalan Sukma,Tempat Kerja,Samarahan
2021-05-26,Jalan Cassia       Selatan Lima,Tempat Kerja,Seberang Perai Selatan
2021-05-26,Jalan Cassia       Selatan Lima,Tempat Kerja,Timur Laut
2021-05-26,Jalan Satu Ayer Hitam,Tempat Kerja,Batu Pahat
2021-05-26,Jalan Satu Ayer Hitam,Tempat Kerja,Kluang
2021-05-26,Jalan Tengar Industri,Tempat Kerja,Johor Bahru
2021-05-26,Jalan Temenggung Dua,Tempat Kerja,Johor Bahru
2021-05-26,Industri Zon Dagang Satu,Tempat Kerja,Seberang Perai Utara
2021-05-26,Industri Zon Dagang Satu,Tempat Kerja,Seberang Perai Tengah
2021-05-26,Industri Zon Dagang Satu,Tempat Kerja,Seberang Perai Selatan
2021-05-26,Industri Zon Dagang Satu,Tempat Kerja,Barat Daya
2021-05-26,Industri Zon Dagang Satu,Tempat Kerja,Timur Laut
2021-05-26,Jalan Bukit Satu,Tempat Kerja,Johor Bahru
2021-05-27,Sri Mahang,Tempat Kerja,Kota Bharu
2021-05-27,Sri Mahang,Tempat Kerja,Pasir Puteh
2021-05-27,Jalan Kolej Yayasan,Pendidikan,Alor Gajah
2021-05-27,DTI Tanah Merah,Pusat Tahanan,Tanah Merah
2021-05-27,Jalan Cenderawasih,Keagamaan,Kinta
2021-05-27,Jalan Cenderawasih,Keagamaan,Kuala Kangsar
2021-05-27,Jalan Syawal,Keagamaan,Jerantut
2021-05-27,Tebuk Binjai,Keagamaan,Sabak Bernam
2021-05-27,Batu Sepuluh Jalan Gambang,Tempat Kerja,Kuantan
2021-05-27,Taman Shamelin,Tempat Kerja,Cheras
2021-05-27,Jalan Tahana Industri,Tempat Kerja,Johor Bahru
2021-05-27,Selumit,Tempat Kerja,Sibu
2021-05-27,Selumit,Tempat Kerja,Tanjung Manis
2021-05-27,Persiaran Kuala 2,Tempat Kerja,Petaling
2021-05-27,Persiaran Kuala 2,Tempat Kerja,Klang
2021-05-27,Persiaran Kuala 2,Tempat Kerja,Gombak
2021-05-27,Persiaran Kuala 2,Tempat Kerja,Kuala Langat
2021-05-27,Beg Berkunci,Tempat Kerja,Hulu Selangor
2021-05-27,Desa Ranggu,Komuniti,Tawau
2021-05-27,Kampung Banggol Petaling,Komuniti,Pasir Mas
2021-05-27,Telok Kemunting,Komuniti,Bachok
2021-05-27,Sri Sentosa,Komuniti,Bachok
2021-05-27,Jalan Rusa Waha,Komuniti,Kota Tinggi
2021-05-27,Jalan Rusa Waha,Komuniti,Johor Bahru
2021-05-27,Serom Lima,Komuniti,Tangkak
2021-05-27,Jalan Wawasan Tanjung,Komuniti,Kota Tinggi
2021-05-27,Jalan Wawasan Tanjung,Komuniti,Johor Bahru
2021-05-27,Jalan Pinang 39,Komuniti,Johor Bahru
2021-05-28,Jalan Kampung Bukit,Keagamaan,Barat Daya
2021-05-28,Jalan Seroja Kepis,Keagamaan,Jempol
2021-05-28,Jalan Seroja Kepis,Keagamaan,Kuala Pilah
2021-05-28,Seksyen Dua,Keagamaan,Titiwangsa
2021-05-28,Sri Gombak Lapan,Pendidikan,Gombak
2021-05-28,Sri Gombak Lapan,Pendidikan,Petaling
2021-05-28,DTI Bukit Jalil 2,Pusat Tahanan,Cheras
2021-05-28,Bukit Ilmu,Pendidikan,Bachok
2021-05-28,Bukit Ilmu,Pendidikan,Machang
2021-05-28,Tawar Empat,Kumpulan Berisiko Tinggi,Kota Tinggi
2021-05-28,Kampung Chubadak,Keagamaan,Kepong
2021-05-28,Dah Pinang,Pendidikan,Kota Setar
2021-05-28,Tanjung Kepah,Komuniti,Manjung
2021-05-28,Jalan Satu Olak,Tempat Kerja,Kuala Langat
2021-05-28,Jalan Satu Olak,Tempat Kerja,Petaling
2021-05-28,Dah Emas Suria,Komuniti,Kuala Muda
2021-05-28,Dah Emas Suria,Komuniti,Langkawi
2021-05-28,Kampung Teliar,Komuniti,Pasir Mas
2021-05-28,Kampung Chekok,Komuniti,Machang
2021-05-28,Persiaran Sepang Sebelas,Komuniti,Sepang
2021-05-28,Perusahaan Valdor,Tempat Kerja,Seberang Perai Selatan
2021-05-28,Jalan Hospital Tampoi,Tempat Kerja,Johor Bahru
2021-05-28,Tapak Bina        Wangsa Perdana,Tempat Kerja,Titiwangsa
2021-05-28,Kemumin,Tempat Kerja,Kota Bharu
2021-05-28,Kemumin,Tempat Kerja,Bachok
2021-05-28,Perusahaan Satu    Batu Caves,Tempat Kerja,Gombak
2021-05-28,Jalan Padi,Komuniti,Jelebu
2021-05-28,Jalan Padi,Komuniti,Tampin
2021-05-29,Site BC Sekinchan,Komuniti,Sabak Bernam
2021-05-29,Sungai Sian,Komuniti,Maradong
2021-05-29,Jalan Damai Tangkak,Komuniti,Tangkak
2021-05-29,Jalan Ng Song Teik,Pendidikan,Kinta
2021-05-29,Simpang Sungai,Komuniti,Labuan
2021-05-29,Paya Terbakar,Komuniti,Seberang Perai Utara
2021-05-29,Kampung Baru Bentong,Komuniti,Bentong
2021-05-29,Kampung Matang,Komuniti,Hulu Terengganu
2021-05-29,Taman Asean Dua,Keagamaan,Melaka Tengah
2021-05-29,Dah Kedawang,Komuniti,Langkawi
2021-05-29,Rengas Jaya,Keagamaan,Kuala Kangsar
2021-05-29,Rengas Jaya,Keagamaan,Perak Tengah
2021-05-29,Industri Jalan Lapan,Tempat Kerja,Kota Bharu
2021-05-29,Industri Jalan Lapan,Tempat Kerja,Bachok
2021-05-29,Industri Jalan Lapan,Tempat Kerja,Tumpat
2021-05-29,Industri Jalan Lapan,Tempat Kerja,Machang
2021-05-29,Industri Jalan Lapan,Tempat Kerja,Pasir Mas
2021-05-29,Jalan Bagan Ajam,Keagamaan,Seberang Perai Utara
2021-05-29,Trolak Utara,Keagamaan,Batang Padang
2021-05-29,Trolak Utara,Keagamaan,Kinta
2021-05-29,Persiaran Tiga Selayang,Tempat Kerja,Gombak
2021-05-29,Persiaran Tiga Selayang,Tempat Kerja,Hulu Selangor
2021-05-29,Bukit Permai Utama Tiga,Tempat Kerja,Hulu Langat
2021-05-29,Bukit Permai Utama Tiga,Tempat Kerja,Sepang
2021-05-29,Industri Jalan Berlian,Tempat Kerja,Pontian
2021-05-29,Industri Jalan Berlian,Tempat Kerja,Kulai
2021-05-29,Jalan Teknokrat Lima,Tempat Kerja,Sepang
2021-05-29,Jalan Klinik Pasir Puteh,Tempat Kerja,Pasir Puteh
2021-05-29,Jalan Klinik Pasir Puteh,Tempat Kerja,Bachok
2021-05-29,Industri Batu 16 Bemban,Tempat Kerja,Jasin
2021-05-29,Patuma,Keagamaan,Kota Kinabalu
2021-05-29,Taman Desa Harmoni,Keagamaan,Kluang
2021-05-29,Jalan Istimewa Satu,Tempat Kerja,Johor Bahru
2021-05-30,Jalan Sri Putri 11,Komuniti,Kulai
2021-05-30,Desa Melawati,Kumpulan Berisiko Tinggi,Titiwangsa
2021-05-30,Kolej Bunga Raya,Pendidikan,Lembah Pantai
2021-05-30,Kampung Pagi,Keagamaan,Jerantut
2021-05-30,Sungai Ular,Komuniti,Hulu Terengganu
2021-05-30,Sungai Parik,Komuniti,Sri Aman
2021-05-30,Sungai Parik,Komuniti,Lubok Antu
2021-05-30,Gerigat,Komuniti,Kabong
2021-05-30,Gerigat,Komuniti,Betong
2021-05-30,Taman Wahyu,Komuniti,Pasir Mas
2021-05-30,Jalan Laksamana Tiga,Keagamaan,Johor Bahru
2021-05-30,Jalan Veterinari,Komuniti,Timur Laut
2021-05-30,Industri Dioh,Tempat Kerja,Kuala Pilah
2021-05-30,Lorong Jelawat Dua,Tempat Kerja,Seberang Perai Tengah
2021-05-30,Taman Industri Pelabuhan,Tempat Kerja,Manjung
2021-05-30,Perindustrian Batu Caves,Tempat Kerja,Kepong
2021-05-30,Balakong Batu Dua Belas,Tempat Kerja,Hulu Langat
2021-05-30,Jalan Kasuarina,Tempat Kerja,Klang
2021-05-30,Jalan Kasuarina,Tempat Kerja,Gombak
2021-05-30,Kampung Tanjong Chenok,Komuniti,Pasir Mas
2021-05-31,Industri Bukit Minyak Tujuh,Tempat Kerja,Seberang Perai Tengah
2021-05-31,Industri Bukit Minyak Tujuh,Tempat Kerja,Seberang Perai Selatan
2021-05-31,Lintang Bayan Lepas Enam,Tempat Kerja,Barat Daya
2021-05-31,Lintang Bayan Lepas Enam,Tempat Kerja,Timur Laut
2021-05-31,Lintang Bayan Lepas Enam,Tempat Kerja,Seberang Perai Tengah
2021-05-31,Tapak Bina Klebang,Tempat Kerja,Melaka Tengah
2021-05-31,Jalan Mahsuri Kluang,Tempat Kerja,Kluang
2021-05-31,Jalan Sierra Perdana Empat,Tempat Kerja,Johor Bahru
2021-05-31,Dah PKNK 3/8,Tempat Kerja,Kuala Muda
2021-05-31,Industri Indera Mahkota 14,Tempat Kerja,Kuantan
2021-05-31,Jalan Coastal Bintulu-Miri,Tempat Kerja,Bintulu
2021-05-31,Jalan Perusahaan Dua Lima,Tempat Kerja,Hulu Langat
2021-05-31,Jalan Perusahaan Dua Lima,Tempat Kerja,Gombak
2021-05-31,Jalan Perusahaan Dua Lima,Tempat Kerja,Petaling
2021-05-31,Perindustrian Trisegi,Tempat Kerja,Lembah Pantai
2021-05-31,Muara Tabuan,Tempat Kerja,Kuching
2021-05-31,Muara Tabuan,Tempat Kerja,Samarahan
2021-05-31,Muara Tabuan,Tempat Kerja,Serian
2021-05-31,Muara Tabuan,Tempat Kerja,Asajaya
2021-05-31,Langgar Hilir,Komuniti,Hulu Terengganu
2021-05-31,Langgar Hilir,Komuniti,Marang
2021-05-31,Jalan Sudirman,Tempat Kerja,Temerloh
2021-05-31,Jalan Pantai Permai,Komuniti,Lembah Pantai
2021-05-31,Kampung Gelong Badak,Komuniti,Bachok
2021-05-31,Kampung Gelong Badak,Komuniti,Kota Bharu
2021-05-31,Tok Jawa,Komuniti,Bachok
2021-05-31,Jalan Jambusan -Sunchar,Komuniti,Bau
2021-05-31,Jalan Jambusan -Sunchar,Komuniti,Kuching
2021-05-31,Dah Bagan,Komuniti,Padang Terap
2021-05-31,Dah Bagan,Komuniti,Pendang
2021-05-31,Kampung Sungai Kerang,Komuniti,Manjung
2021-05-31,Kampung Sungai Kerang,Komuniti,Perak Tengah
2021-05-31,Milenium,Komuniti,Tawau
2021-05-31,Kampung Laneh,Komuniti,Kuala Kangsar
2021-05-31,Kampung Laneh,Komuniti,Kinta
2021-05-31,Jalan Alam Jaya,Tempat Kerja,Hulu Langat
2021-05-31,Industri Jalan Karak,Tempat Kerja,Bentong
2021-05-31,Dah Batu Dua,Pendidikan,Kota Setar
2021-05-31,Persiaran Titiwangsa,Kumpulan Berisiko Tinggi,Titiwangsa
2021-05-31,Persiaran Titiwangsa,Kumpulan Berisiko Tinggi,Kepong
2021-06-01,Jalan Taman Sri Selising,Pendidikan,Machang
2021-06-01,Jalan Taman Sri Selising,Pendidikan,Pasir Puteh
2021-06-01,Persiaran Bestari,Tempat Kerja,Petaling
2021-06-01,Batu Empat Kampung Jawa,Tempat Kerja,Klang
2021-06-01,Jalan Setia Perdana,Tempat Kerja,Klang
2021-06-01,Jalan Haji Lampam,Tempat Kerja,Miri
2021-06-01,Panchor,Tempat Kerja,Kota Bharu
2021-06-01,Jalan NIP Dua,Tempat Kerja,Johor Bahru
2021-06-01,Jalan Dataran Larkin Tiga,Tempat Kerja,Johor Bahru
2021-06-01,Jalan Suka Ria,Tempat Kerja,Johor Bahru
2021-06-01,Jalan Suka Ria,Tempat Kerja,Kluang
2021-06-01,Jalan Semarak,Tempat Kerja,Titiwangsa
2021-06-01,Hala Kampung Jawa Dua,Tempat Kerja,Barat Daya
2021-06-01,Hala Kampung Jawa Dua,Tempat Kerja,Seberang Perai Selatan
2021-06-01,Hala Kampung Jawa Dua,Tempat Kerja,Seberang Perai Tengah
2021-06-01,Hala Kampung Jawa Dua,Tempat Kerja,Timur Laut
2021-06-01,Jalan Enggang,Tempat Kerja,Kuala Langat
2021-06-01,Lebuh Kampung Jawa,Tempat Kerja,Barat Daya
2021-06-01,Lebuh Kampung Jawa,Tempat Kerja,Timur Laut
2021-06-01,Lebuh Kampung Jawa,Tempat Kerja,Seberang Perai Utara
2021-06-01,Lebuh Kampung Jawa,Tempat Kerja,Seberang Perai Selatan
2021-06-01,Tengah Hulu Gedong,Komuniti,Simunjan
2021-06-01,Kampung Bukit Bidang,Komuniti,Pasir Puteh
2021-06-01,Linggiu,Komuniti,Kota Tinggi
2021-06-01,Belah Dua,Komuniti,Seberang Perai Tengah
2021-06-01,Kampung Paloh Chicha Tinggi,Komuniti,Pasir Mas
2021-06-01,Kampung Paloh Chicha Tinggi,Komuniti,Pasir Puteh
2021-06-01,Lubok Kuin,Komuniti,Bachok
2021-06-01,Indah Paka,Komuniti,Dungun
2021-06-01,Indah Paka,Komuniti,Kemaman
2021-06-01,Indah Paka,Komuniti,Marang
2021-06-01,Teluk Muroh,Komuniti,Manjung
2021-06-01,Parit Haji Wahab,Keagamaan,Kerian
2021-06-01,Parit Babok,Keagamaan,Tangkak
2021-06-01,Jalan Greentown Dua,Tempat Kerja,Kinta
2021-06-01,Taman Kerian Tambahan,Keagamaan,Kerian
2021-06-01,Kampung Menjual,Pendidikan,Tumpat
2021-06-01,Kampung Menjual,Pendidikan,Kota Bharu
2021-06-01,Persiaran Raja Chulan,Kumpulan Berisiko Tinggi,Lembah Pantai
2021-06-02,Industri Bukit Panchor,Tempat Kerja,Seberang Perai Utama
2021-06-02,Industri Bukit Panchor,Tempat Kerja,Seberang Perai Tengah
2021-06-02,Industri Bukit Panchor,Tempat Kerja,Seberang Perai Selatan
2021-06-02,Industri Bukit Panchor,Tempat Kerja,Timur Laut
2021-06-02,Jalan Jee Cattleya,Tempat Kerja,Miri
2021-06-02,Jalan Pinang Riam,Tempat Kerja,Miri
2021-06-02,Jalan SILC Satu,Tempat Kerja,Johor Bahru
2021-06-02,Jalan SILC Satu,Tempat Kerja,Pontian
2021-06-02,Teknologi Enam,Tempat Kerja,Tangkak
2021-06-02,Jalan Bioteknologi Satu,Tempat Kerja,Johor Bahru
2021-06-02,Pantai Kemayang,Tempat Kerja,Bachok
2021-06-02,Industri Jemapoh,Tempat Kerja,Kuala Pilah
2021-06-02,Industri Jemapoh,Tempat Kerja,Jempol
2021-06-02,Jalan Tambun,Tempat Kerja,Kinta
2021-06-02,Jalan Tambun,Tempat Kerja,Hulu Perak
2021-06-02,Jalan Balam,Tempat Kerja,Kepong
2021-06-02,Jalan Balam,Tempat Kerja,Titiwangsa
2021-06-02,Jalan Parit Raja Tengah,Komuniti,Muar
2021-06-02,Sungai Penyarai,Komuniti,Tatau
2021-06-02,Kelisa Emas,Komuniti,Seberang Perai Tengah
2021-06-02,Kelisa Emas,Komuniti,Barat Daya
2021-06-02,Taman Fasa 2A,Komuniti,Manjung
2021-06-02,Taman Fasa 2A,Komuniti,cheras
2021-06-02,Dah Kampung Lancuk,Komuniti,Kota Setar
2021-06-02,Dah Kampung Lancuk,Komuniti,Kuala Muda
2021-06-02,Dah Kampung Lancuk,Komuniti,Sik
2021-06-02,Kampung Alai,Komuniti,Hulu Perak
2021-06-02,Jalan Beringin,Pendidikan,Hulu Selangor
2021-06-02,Jalan Beringin,Pendidikan,Petaling
2021-06-02,Jalan Yaacob Latif 2,Pendidikan,Cheras
2021-06-02,DTI Kemayan,Pusat Tahanan,Bera
2021-06-02,Jalan Mutiara Galla,Keagamaan,Seremban
2021-06-02,Nanga Meruan,Komuniti,Selangau
2021-06-02,Nanga Meruan,Komuniti,Sibu
2021-06-02,Nanga Meruan,Komuniti,Kanowit
2021-06-02,Jalan Waja Lima Belas,Tempat Kerja,Kuala Langat
2021-06-02,Jalan Waja Lima Belas,Tempat Kerja,Petaling
2021-06-03,Tapak Bina Persiaran Bukit Raja,Tempat Kerja,Klang
2021-06-03,Tapak Bina Bandar Sunsuria,Tempat Kerja,Sepang
2021-06-03,Tapak Bina Jalan Wawasan,Tempat Kerja,Sepang
2021-06-03,Jalan Damai Budi,Pendidikan,Cheras
2021-06-03,Kampung Mat Daling,Komuniti,Jerantut
2021-06-03,Jalan Cendana,Komuniti,Kulai
2021-06-03,Sungai Selangan,Komuniti,Sarikei
2021-06-03,Putra Empat,Tempat Kerja,Putrajaya
2021-06-03,Industri Gebeng,Tempat Kerja,Kuantan
2021-06-03,Jalan Tembaga Kuning,Tempat Kerja,Larut
2021-06-03,Jalan Tembaga Kuning,Tempat Kerja,Matang
2021-06-03,Jalan Tembaga Kuning,Tempat Kerja,Selama
2021-06-03,Jalan Coastal Sembulan,Tempat Kerja,Kota Kinabalu
2021-06-03,Jalan Coastal Sembulan,Tempat Kerja,Papar
2021-06-03,Jalan Pasar Bukit Mertajam,Tempat Kerja,Seberang Perai Tengah
2021-06-03,Industri Perai Empat,Tempat Kerja,Seberang Perai Tengah
2021-06-03,Jalan 4A Padang Tembak,Tempat Kerja,Kota Bharu
2021-06-03,Jalan Sri Aman,Tempat Kerja,Pasir Puteh
2021-06-03,Jalan Sri Aman,Tempat Kerja,Kota Bharu
2021-06-03,Kampung Aur,Tempat Kerja,Bachok
2021-06-03,Jalan Paya,Tempat Kerja,Muar
2021-06-03,Jalan Angkasa Mas Satu,Tempat Kerja,Johor Bharu
2021-06-03,Jalan Murni Lapan,Tempat Kerja,Kulai
2021-06-03,Jalan Murni Lapan,Tempat Kerja,Johor Bahru
2021-06-03,Jalan Flora Utama,Tempat Kerja,Batu Pahat
2021-06-03,Jalan Brooke,Tempat Kerja,Miri
2021-06-03,Batu Hitam,Komuniti,Kuantan
2021-06-03,Taman Sentosa,Tempat Kerja,Hulu Langat
2021-06-03,Jalan Manan 2,Tempat Kerja,Petaling
2021-06-03,Jalan Manan 2,Tempat Kerja,Kuala Selangor
2021-06-04,Jalan Sungai Bakau,Tempat Kerja,Gombak
2021-06-04,Jalan Sungai Bakau,Tempat Kerja,klang
2021-06-04,Jalan Tampin – Gemas,Tempat Kerja,Tampin
2021-06-04,Industri Jalan Senawang Tiga,Tempat Kerja,Seremban
2021-06-04,Industri Sungai Buloh,Tempat Kerja,Kuala Selangor
2021-06-04,Industri Sungai Buloh,Tempat Kerja,Petaling
2021-06-04,Jalan Keluli Tiga,Tempat Kerja,Johor Bahru
2021-06-04,Jalan Bandar Baru,Tempat Kerja,Seberang Perai Selatan
2021-06-04,Jalan Jelapang 2,Tempat Kerja,Kinta
2021-06-04,Jalan Jelapang 2,Tempat Kerja,Perak Tengah
2021-06-04,Jalan Jelapang 2,Tempat Kerja,Kuala Kangsar
2021-06-04,Jalan Tanjung Machang,Tempat Kerja,Machang
2021-06-04,Pasar Borong Jengka,Tempat Kerja,Maran
2021-06-04,Bunut,Komuniti,Mukah
2021-06-04,Bunut,Komuniti,Sibu
2021-06-04,Persiaran Camellia,Tempat Kerja,Hulu Selangor
2021-06-04,Pulutan,Komuniti,Nabawan
2021-06-04,Dah Rimba,Komuniti,Sik
2021-06-04,Dah Rimba,Komuniti,Kulim
2021-06-04,Dah Rimba,Komuniti,Kuala Muda
2021-06-04,Dah Rimba,Komuniti,Baling
2021-06-04,Alor Serdang,Komuniti,Setiu
2021-06-04,Alor Serdang,Komuniti,Besut
2021-06-04,Alor Serdang,Komuniti,Dunggun
2021-06-04,Gunung Senyum,Komuniti,Temerloh
2021-06-04,Jengka Dua Puluh,Komuniti,Maran
2021-06-04,Jengka Dua Puluh,Komuniti,Jerantut
2021-06-04,Tapak Bina  Desa Bakti,Tempat Kerja,Kepong
2021-06-04,Tapak Bina  Desa Bakti,Tempat Kerja,Lembah Pantai
2021-06-04,Taman Seremban Jaya,Keagamaan,Seremban
2021-06-04,Jalan Alor Gajah Lama,Keagamaan,Alor Gajah
2021-06-04,Jalan Alor Gajah Lama,Keagamaan,Melaka Tengah
2021-06-04,Persiaran Mercu,Pendidikan,Hulu Langat
2021-06-04,Putra Enam Belas,Pendidikan,Putrajaya
2021-06-04,Putra Enam Belas,Pendidikan,Petaling
2021-06-04,Putra Enam Belas,Pendidikan,Sepang
2021-06-04,Dah Fajar,Komuniti,Padang Terap
2021-06-04,Industri Persiaran Bunga Tanjung Dua,Tempat Kerja,Seremban
2021-06-04,Industri Persiaran Bunga Tanjung Dua,Tempat Kerja,Rembau
2021-06-05,Jalan Perak Industri,Tempat Kerja,Johor Bahru
2021-06-05,Jalan Jaya 2,Kumpulan Berisiko Tinggi,Cheras
2021-06-05,Jalan Jaya 2,Kumpulan Berisiko Tinggi,Titiwangsa
2021-06-05,Jalan Jaya 2,Kumpulan Berisiko Tinggi,Hulu Langat
2021-06-05,Jalan Jaya 2,Kumpulan Berisiko Tinggi,Petaling
2021-06-05,Jalan Kampung Yoh,Tempat Kerja,Sebauh
2021-06-05,Jalan Kampung Yoh,Tempat Kerja,Bintulu
2021-06-05,Industri Jalan Bunga Tanjung Tiga,Tempat Kerja,Seremban
2021-06-05,Lorong Perusahaan Maju Enam,Tempat Kerja,Seberang Perai Tengah
2021-06-05,Lorong Perusahaan Maju Enam,Tempat Kerja,Timur Laut
2021-06-05,Lubok Nitik,Tempat Kerja,Saratok
2021-06-05,Lubok Nitik,Tempat Kerja,Betong
2021-06-05,Lebuh Raja Lumu,Tempat Kerja,Klang
2021-06-05,Lebuh Raja Lumu,Tempat Kerja,Kuala Langat
2021-06-05,Lebuh Raja Lumu,Tempat Kerja,Kuala Selangor
2021-06-05,Lebuh Raja Lumu,Tempat Kerja,Petaling
2021-06-05,Jalan Persiaran 67,Tempat Kerja,Kulai
2021-06-05,Jalan Persiaran 67,Tempat Kerja,Johor Bahru
2021-06-05,Kilometer Dua Belas,Tempat Kerja,Kuala Selangor
2021-06-05,Kilometer Dua Belas,Tempat Kerja,Klang
2021-06-05,Jalan Molek Satu,Tempat Kerja,Johor Bahru
2021-06-05,Industri Wakaf Tapai,Tempat Kerja,Marang
2021-06-05,Industri Wakaf Tapai,Tempat Kerja,Hulu Terengganu
2021-06-05,Ladang Bukit Ibam,Tempat Kerja,Rompin
2021-06-05,Jalan Perkasa,Pendidikan,Titiwangsa
2021-06-05,Jalan Perkasa,Pendidikan,Cheras
2021-06-05,Jalan Changkat Permata,Tempat Kerja,Gombak
2021-06-05,Gambaron,Tempat Kerja,Telupid
2021-06-05,Gambaron,Tempat Kerja,Sandakan
2021-06-05,Jalan Emas Satu Nilai,Tempat Kerja,Seremban
